6784162,Ting-Yu Lin|Yu-Chee Tseng,,Encyclopedia of Wireless and Mobile Communications,,,,,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043890,,,reference/tf/LinT08,2017-07-12,,,,,,encyclopedia,,,Ad Hoc Networks: Power-Conservative Designs.,db/reference/tf/ewmc2008.html#LinT08,2008,,,,,,
6784163,Jane Yang Yu|Peter Han Joo Chong,,Encyclopedia of Wireless and Mobile Communications,,,,,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043558,,,reference/tf/ChongY08,2017-07-12,,,,,,encyclopedia,,,MANET: Clustering Techniques.,db/reference/tf/ewmc2008.html#ChongY08,2008,,,,,,
6784164,Jie Wu 0001|Xiao Chen 0001,,Encyclopedia of Wireless and Mobile Communications,,,,,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043889,,,reference/tf/Chen008,2017-08-23,,,,,,encyclopedia,,,MANET: Multicast Protocols.,db/reference/tf/ewmc2008.html#Chen008,2008,,,,,,
6784165,Maria Schuett,,Encyclopedia of Information Assurance,,,,,reference/tf/2011eia,https://doi.org/10.1081/E-EIA-120045118,,,reference/tf/Schuett11a,2017-07-12,,,,,,encyclopedia,,,Reduced Sign-On.,db/reference/tf/eia2011.html#Schuett11a,2011,,,,,,
6784166,Jenjoab Virapanicharoen|Watit Benjapolakul,,Encyclopedia of Wireless and Mobile Communications,,,,,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043171,,,reference/tf/BenjapolakulV08,2017-07-12,,,,,,encyclopedia,,,Mobile Communications: Call Admission Control.,db/reference/tf/ewmc2008.html#BenjapolakulV08,2008,,,,,,
6784167,Will Ozier,,Encyclopedia of Information Assurance,,,,,reference/tf/2011eia,https://doi.org/10.1081/E-EIA-120046889,,,reference/tf/Ozier11,2017-07-12,,,,,,encyclopedia,,,Risk Analysis and Assessment: Risk Assessment Tasks.,db/reference/tf/eia2011.html#Ozier11,2011,,,,,,
6784168,Kevin J. Davidson,,Encyclopedia of Information Assurance,,,,,reference/tf/2011eia,https://doi.org/10.1081/E-EIA-120046712,,,reference/tf/Davidson11,2017-07-12,,,,,,encyclopedia,,,Certification Testing.,db/reference/tf/eia2011.html#Davidson11,2011,,,,,,
6784169,Charles R. Hudson Jr.,,Encyclopedia of Information Assurance,,,,,reference/tf/2011eia,https://doi.org/10.1081/E-EIA-120046602,,,reference/tf/Hudson11,2017-07-12,,,,,,encyclopedia,,,Awareness and Training: Framework.,db/reference/tf/eia2011.html#Hudson11,2011,,,,,,
6784170,Li-Fung Chang|Matthew Cheng|Melbourne Barton,,Encyclopedia of Wireless and Mobile Communications,,,,,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043950,,,reference/tf/BartonCC08,2017-07-12,,,,,,encyclopedia,,,Wireless Asynchronous Transfer Mode (ATM): Internetworking.,db/reference/tf/ewmc2008.html#BartonCC08,2008,,,,,,
6784171,Thomas Welch,,Encyclopedia of Information Assurance,,,,,reference/tf/2011eia,https://doi.org/10.1081/E-EIA-120046867,,,reference/tf/Welch11,2017-07-12,,,,,,encyclopedia,,,Forensics and Legal Proceedings.,db/reference/tf/eia2011.html#Welch11,2011,,,,,,
6784172,Ben Rothke,,Encyclopedia of Information Assurance,,,,,reference/tf/2011eia,https://doi.org/10.1081/E-EIA-120046880,,,reference/tf/Rothke11f,2017-07-12,,,,,,encyclopedia,,,Personnel: Security Screening.,db/reference/tf/eia2011.html#Rothke11f,2011,,,,,,
6784173,Ed Gabrys,,Encyclopedia of Information Assurance,,,,,reference/tf/2011eia,https://doi.org/10.1081/E-EIA-120046828,,,reference/tf/Gabrys11,2017-07-12,,,,,,encyclopedia,,,Cybercrime: Council of Europe.,db/reference/tf/eia2011.html#Gabrys11,2011,,,,,,
6784174,Mohamed Ibnkahla|Quazi Mehbubar Rahman,,Encyclopedia of Wireless and Mobile Communications,,,,,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043918,,,reference/tf/IbnkahlaR08a,2017-07-12,,,,,,encyclopedia,,,Mobile Communications: Coding Techniques.,db/reference/tf/ewmc2008.html#IbnkahlaR08a,2008,,,,,,
6784175,Mignona Cote,,Encyclopedia of Information Assurance,,,,,reference/tf/2011eia,https://doi.org/10.1081/E-EIA-120046562,,,reference/tf/Cote11,2017-07-12,,,,,,encyclopedia,,,Committee of Sponsoring Organizations (COSO).,db/reference/tf/eia2011.html#Cote11,2011,,,,,,
6784176,,,Encyclopedia of Information Assurance,,,,,reference/tf/2011eia,https://doi.org/10.1081/E-EIA-120047376,,,reference/tf/X11,2017-07-12,,,,,,encyclopedia,,,Glossary.,db/reference/tf/eia2011.html#X11,2011,,,,,,
6784177,Steven P. Craig,,Encyclopedia of Information Assurance,,,,,reference/tf/2011eia,https://doi.org/10.1081/E-EIA-120046811,,,reference/tf/Craig11,2017-07-12,,,,,,encyclopedia,,,Business Continuity Planning: Distributed Environment.,db/reference/tf/eia2011.html#Craig11,2011,,,,,,
6784178,Steve Stanek,,Encyclopedia of Information Assurance,,,,,reference/tf/2011eia,https://doi.org/10.1081/E-EIA-120046717,,,reference/tf/Stanek11,2017-07-12,,,,,,encyclopedia,,,Cryptography: Auditing.,db/reference/tf/eia2011.html#Stanek11,2011,,,,,,
6784179,Harold F. Tipton,,Encyclopedia of Information Assurance,,,,,reference/tf/2011eia,https://doi.org/10.1081/E-EIA-120046544,,,reference/tf/Tipton11a,2017-07-12,,,,,,encyclopedia,,,Information Security Management: Purpose.,db/reference/tf/eia2011.html#Tipton11a,2011,,,,,,
6784180,Franjo Majstor|Guy Vancollie,,Encyclopedia of Information Assurance,,,,,reference/tf/2011eia,https://doi.org/10.1081/E-EIA-120046726,,,reference/tf/MajstorV11,2017-07-12,,,,,,encyclopedia,,,Encryption Key Management.,db/reference/tf/eia2011.html#MajstorV11,2011,,,,,,
6784181,Kevin Hung|Shu-Di Bao|Yuan-Ting Zhang,,Encyclopedia of Wireless and Mobile Communications,,,,,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043485,,,reference/tf/BaoHZ08,2017-07-12,,,,,,encyclopedia,,,Mobile Health: Wireless Body Sensor Network Integration.,db/reference/tf/ewmc2008.html#BaoHZ08,2008,,,,,,
6784182,Chris Hare,,Encyclopedia of Information Assurance,,,,,reference/tf/2011eia,https://doi.org/10.1081/E-EIA-120046770,,,reference/tf/Hare11c,2017-07-12,,,,,,encyclopedia,,,Electronic Commerce: Auditing.,db/reference/tf/eia2011.html#Hare11c,2011,,,,,,
6784183,Steven D. Gray|Tero Ojanperä,,Encyclopedia of Wireless and Mobile Communications,,,,,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043953,,,reference/tf/GrayO08,2017-07-12,,,,,,encyclopedia,,,CDMA Networks.,db/reference/tf/ewmc2008.html#GrayO08,2008,,,,,,
6784184,Christopher King,,Encyclopedia of Information Assurance,,,,,reference/tf/2011eia,https://doi.org/10.1081/E-EIA-120046366,,,reference/tf/King11,2017-07-12,,,,,,encyclopedia,,,Extranet Access Control.,db/reference/tf/eia2011.html#King11,2011,,,,,,
6784185,Mihaela Cardei|Mirela I. Fonoage,,Encyclopedia of Wireless and Mobile Communications,,,,,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120045954,,,reference/tf/FonoageC08,2017-07-12,,,,,,encyclopedia,,,IEEE 802.15.4: Low Rate Wireless Personal Area Networks (PANs).,db/reference/tf/ewmc2008.html#FonoageC08,2008,,,,,,
6784186,Chaiyaporn Khemapatapan|Watit Benjapolakul,,Encyclopedia of Wireless and Mobile Communications,,,,,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043440,,,reference/tf/BenjapolakulK08,2017-07-12,,,,,,encyclopedia,,,Ultra-Wideband: Communications.,db/reference/tf/ewmc2008.html#BenjapolakulK08,2008,,,,,,
6784187,Joe Kovara|Ray Kaplan,,Encyclopedia of Information Assurance,,,,,reference/tf/2011eia,https://doi.org/10.1081/E-EIA-120046876,,,reference/tf/KovaraK11b,2017-07-12,,,,,,encyclopedia,,,Kerberos™: Ongoing Development.,db/reference/tf/eia2011.html#KovaraK11b,2011,,,,,,
6784188,Burke T. Ward|Georgina R. Roselli|Janice C. Sipior,,Encyclopedia of Information Assurance,,,,,reference/tf/2011eia,https://doi.org/10.1081/E-EIA-120046855,,,reference/tf/SipiorWR11,2017-07-12,,,,,,encyclopedia,,,Spyware: Ethical and Legal Concerns.,db/reference/tf/eia2011.html#SipiorWR11,2011,,,,,,
6784189,Ken M. Shaurette,,Encyclopedia of Information Assurance,,,,,reference/tf/2011eia,https://doi.org/10.1081/E-EIA-120046559,,,reference/tf/Shaurette11b,2017-07-12,,,,,,encyclopedia,,,Risk Management Model: Technology Convergence.,db/reference/tf/eia2011.html#Shaurette11b,2011,,,,,,
6784190,Douglas C. Merrill|Eran Feigenbaum,,Encyclopedia of Information Assurance,,,,,reference/tf/2011eia,https://doi.org/10.1081/E-EIA-120046792,,,reference/tf/MerrillF11,2017-07-12,,,,,,encyclopedia,,,Public Key Infrastructure (PKI): E-Business.,db/reference/tf/eia2011.html#MerrillF11,2011,,,,,,
6784191,Rebecca Herold,,Encyclopedia of Information Assurance,,,,,reference/tf/2011eia,https://doi.org/10.1081/E-EIA-120046595,,,reference/tf/Herold11e,2017-07-12,,,,,,encyclopedia,,,Privacy Governance: Effective Methods.,db/reference/tf/eia2011.html#Herold11e,2011,,,,,,
6784192,Abul Faiz Muhad Ishaq|Mohammad Mohsin,,Encyclopedia of Wireless and Mobile Communications,,,,,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043912,,,reference/tf/IshaqM08,2017-07-12,,,,,,encyclopedia,,,Mobile Commerce.,db/reference/tf/ewmc2008.html#IshaqM08,2008,,,,,,
6784193,Adel Elmaghraby|Deborah W. Keeling|Michael Losavio,,Encyclopedia of Information Assurance,,,,,reference/tf/2011eia,https://doi.org/10.1081/E-EIA-120045040,,,reference/tf/LosavioEK11,2017-07-12,,,,,,encyclopedia,,,International Issues.,db/reference/tf/eia2011.html#LosavioEK11,2011,,,,,,
6784194,Georges J. Jahchan,,Encyclopedia of Information Assurance,,,,,reference/tf/2011eia,https://doi.org/10.1081/E-EIA-120046376,,,reference/tf/Jahchan11,2017-07-12,,,,,,encyclopedia,,,Network Content Filtering and Leak Prevention.,db/reference/tf/eia2011.html#Jahchan11,2011,,,,,,
6784195,Nicholas Bambos|Savvas Gitzenis,,Encyclopedia of Wireless and Mobile Communications,,,,,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043921,,,reference/tf/BambosG08,2017-07-12,,,,,,encyclopedia,,,Wireless Networks: Transmitter Power Control.,db/reference/tf/ewmc2008.html#BambosG08,2008,,,,,,
6784196,Roxanne E. Burkey,,Encyclopedia of Information Assurance,,,,,reference/tf/2011eia,https://doi.org/10.1081/E-EIA-120046796,,,reference/tf/Burkey11,2017-07-12,,,,,,encyclopedia,,,Software Piracy.,db/reference/tf/eia2011.html#Burkey11,2011,,,,,,
6784197,Samantha Thomas,,Encyclopedia of Information Assurance,,,,,reference/tf/2011eia,https://doi.org/10.1081/E-EIA-120046557,,,reference/tf/Thomas11a,2017-07-12,,,,,,encyclopedia,,,Risk Assessment.,db/reference/tf/eia2011.html#Thomas11a,2011,,,,,,
6784198,Bala Rajagopalan|Daniel Reininger,,Encyclopedia of Wireless and Mobile Communications,,,,,,http://www.crcnetbase.com/doi/abs/10.1081/E-EWMC-120043951,,,reference/tf/RajagopalanR08a,2017-07-12,,,,,,encyclopedia,,,Wireless Asynchronous Transfer Mode (ATM): Quality of Service (QoS).,db/reference/tf/ewmc2008.html#RajagopalanR08a,2008,,,,,,
6784199,Carl Burney,,Encyclopedia of Information Assurance,,,,,reference/tf/2011eia,https://doi.org/10.1081/E-EIA-120046581,,,reference/tf/Burney11,2017-07-12,,,,,,encyclopedia,,,Information Systems Security Officer: Roles and Responsibilities.,db/reference/tf/eia2011.html#Burney11,2011,,,,,,
6784200,Bonnie A. Goins Pilewski|Christopher A. Pilewski,,Encyclopedia of Information Assurance,,,,,reference/tf/2011eia,https://doi.org/10.1081/E-EIA-120046755,,,reference/tf/PilewskiP11,2017-07-12,,,,,,encyclopedia,,,Architecture: Secure.,db/reference/tf/eia2011.html#PilewskiP11,2011,,,,,,
6784201,Christophe De Cannière,,Encyclopedia of Cryptography and Security,,,,,reference/crypt/2005,https://doi.org/10.1007/0-387-23483-7_45,,,reference/crypt/Canniere05b,2017-07-12,,,,,,encyclopedia,,,CAST.,db/reference/crypt/crypt2005.html#Canniere05b,2005,,,,,,
6784202,Claude Carlet,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_340,,,reference/crypt/Carlet11b,2017-07-12,,,262-264,,,encyclopedia,,,Correlation Immune and Resilient Boolean Functions.,db/reference/crypt/crypt2011.html#Carlet11b,2011,,,,,,
6784203,,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_1138,,,reference/crypt/X11cc,2017-07-12,,,254,,,encyclopedia,,,Conventional Cryptosystem.,db/reference/crypt/crypt2011.html#X11cc,2011,,,,,,
6784204,Christophe De Cannière,,Encyclopedia of Cryptography and Security,,,,,reference/crypt/2005,https://doi.org/10.1007/0-387-23483-7_44,,,reference/crypt/Canniere05a,2017-07-12,,,,,,encyclopedia,,,Camellia.,db/reference/crypt/crypt2005.html#Canniere05a,2005,,,,,,
6784205,,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_1080,,,reference/crypt/X11ih,2017-07-12,,,829,,,encyclopedia,,,Near Field Communication.,db/reference/crypt/crypt2011.html#X11ih,2011,,,,,,
6784206,Nicolas Thériault|Roberto Avanzi,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_258,,,reference/crypt/AvanziT11a,2017-07-12,,,576-580,,,encyclopedia,,,Hyperelliptic Curves.,db/reference/crypt/crypt2011.html#AvanziT11a,2011,,,,,,
6784207,Stephen M. Papa|William D. Casper,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_795,,,reference/crypt/PapaC11a,2017-07-12,,,1328-1331,,,encyclopedia,,,Trusted Computing.,db/reference/crypt/crypt2011.html#PapaC11a,2011,,,,,,
6784208,,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_1382,,,reference/crypt/X11bd,2017-07-12,,,188,,,encyclopedia,,,CDH.,db/reference/crypt/crypt2011.html#X11bd,2011,,,,,,
6784209,Gerrit Bleumer,,Encyclopedia of Cryptography and Security,,,,,reference/crypt/2005,https://doi.org/10.1007/0-387-23483-7_291,,,reference/crypt/Bleumer05t,2017-07-12,,,,,,encyclopedia,,,Overspender Detection.,db/reference/crypt/crypt2005.html#Bleumer05t,2005,,,,,,
6784210,Anne Canteaut,,Encyclopedia of Cryptography and Security,,,,,reference/crypt/2005,https://doi.org/10.1007/0-387-23483-7_80,,,reference/crypt/Canteaut05c,2017-07-12,,,,,,encyclopedia,,,Correlation Attack for Stream Ciphers.,db/reference/crypt/crypt2005.html#Canteaut05c,2005,,,,,,
6784211,Markus Kuhn,,Encyclopedia of Cryptography and Security,,,,,reference/crypt/2005,https://doi.org/10.1007/0-387-23483-7_404,,,reference/crypt/Kuhn05b,2017-07-12,,,,,,encyclopedia,,,Smartcard tamper resistance.,db/reference/crypt/crypt2005.html#Kuhn05b,2005,,,,,,
6784212,Claude Carlet,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_362,,,reference/crypt/Carlet11c,2017-07-12,,,848-849,,,encyclopedia,,,Nonlinearity of Boolean Functions.,db/reference/crypt/crypt2011.html#Carlet11c,2011,,,,,,
6784213,Anurag Srivastava|Brent ByungHoon Kang,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_846,,,reference/crypt/KangS11,2017-07-12,,,367-368,,,encyclopedia,,,Dynamic Malware Analysis.,db/reference/crypt/crypt2011.html#KangS11,2011,,,,,,
6784214,,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_1397,,,reference/crypt/X11gd,2017-07-12,,,618,,,encyclopedia,,,Intellectual Property.,db/reference/crypt/crypt2011.html#X11gd,2011,,,,,,
6784215,Peter Landrock,,Encyclopedia of Cryptography and Security,,,,,reference/crypt/2005,https://doi.org/10.1007/0-387-23483-7_5,,,reference/crypt/Landrock05a,2017-07-12,,,,,,encyclopedia,,,Acquirer.,db/reference/crypt/crypt2005.html#Landrock05a,2005,,,,,,
6784216,,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_1100,,,reference/crypt/X11kr,2017-07-12,,,1042,,,encyclopedia,,,Resistance to the Standard Algebraic Attack.,db/reference/crypt/crypt2011.html#X11kr,2011,,,,,,
6784217,Christophe De Cannière,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_584,,,reference/crypt/Canniere11e,2017-07-12,,,620,,,encyclopedia,,,Interpolation Attack.,db/reference/crypt/crypt2011.html#Canniere11e,2011,,,,,,
6784218,,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_1373,,,reference/crypt/X11gf,2017-07-12,,,619,,,encyclopedia,,,Interactive Theorem Proving and Security.,db/reference/crypt/crypt2011.html#X11gf,2011,,,,,,
6784219,Bart Preneel,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_578,,,reference/crypt/Preneel11g,2017-07-12,,,513-514,,,encyclopedia,,,GMAC.,db/reference/crypt/crypt2011.html#Preneel11g,2011,,,,,,
6784220,Alex Biryukov,,Encyclopedia of Cryptography and Security,,,,,reference/crypt/2005,https://doi.org/10.1007/0-387-23483-7_208,,,reference/crypt/Biryukov05o,2017-07-12,,,,,,encyclopedia,,,IPES.,db/reference/crypt/crypt2005.html#Biryukov05o,2005,,,,,,
6784221,,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_1047,,,reference/crypt/X11de,2017-07-12,,,379,,,encyclopedia,,,ECC.,db/reference/crypt/crypt2011.html#X11de,2011,,,,,,
6784222,Berry Schoenmakers,,Encyclopedia of Cryptography and Security,,,,,reference/crypt/2005,https://doi.org/10.1007/0-387-23483-7_321,,,reference/crypt/Schoenmakers05e,2017-07-12,,,,,,encyclopedia,,,Proof of Knowledge vs. Proof of Membership.,db/reference/crypt/crypt2005.html#Schoenmakers05e,2005,,,,,,
6784223,Fabio Scotti|Roberto Sassi|Stelvio Cimato,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_734,,,reference/crypt/ScottiCS11,2017-07-12,,,101-104,,,encyclopedia,,,Biometric Privacy.,db/reference/crypt/crypt2011.html#ScottiCS11,2011,,,,,,
6784224,,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_1244,,,reference/crypt/X11km,2017-07-12,,,1031,,,encyclopedia,,,RBAC.,db/reference/crypt/crypt2011.html#X11km,2011,,,,,,
6784225,Ernesto Damiani,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_668,,,reference/crypt/Damiani11,2017-07-12,,,1375-1377,,,encyclopedia,,,Web Service Security.,db/reference/crypt/crypt2011.html#Damiani11,2011,,,,,,
6784226,,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_1031,,,reference/crypt/X11ca,2017-07-12,,,249,,,encyclopedia,,,Confirmer Signatures.,db/reference/crypt/crypt2011.html#X11ca,2011,,,,,,
6784227,Carlisle Adams,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_71,,,reference/crypt/Adams11b,2017-07-12,,,190-192,,,encyclopedia,,,Certificate Revocation.,db/reference/crypt/crypt2011.html#Adams11b,2011,,,,,,
6784228,Friedrich L. Bauer,,Encyclopedia of Cryptography and Security,,,,,reference/crypt/2005,https://doi.org/10.1007/0-387-23483-7_306,,,reference/crypt/Bauer05n,2017-07-12,,,,,,encyclopedia,,,Polybios Square Encryption.,db/reference/crypt/crypt2005.html#Bauer05n,2005,,,,,,
6784229,Sachiko Yoshihama,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_660,,,reference/crypt/Yoshihama11,2017-07-12,,,1146-1147,,,encyclopedia,,,Security for Mashups.,db/reference/crypt/crypt2011.html#Yoshihama11,2011,,,,,,
6784230,,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_1293,,,reference/crypt/X11cw,2017-07-12,,,342,,,encyclopedia,,,Diffie-Hellman Key Exchange.,db/reference/crypt/crypt2011.html#X11cw,2011,,,,,,
6784231,Alex Biryukov,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_571,,,reference/crypt/Biryukov11j,2017-07-12,,,332,,,encyclopedia,,,Dictionary Attack (I).,db/reference/crypt/crypt2011.html#Biryukov11j,2011,,,,,,
6784232,Arjen K. Lenstra,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_455,,,reference/crypt/Lenstra11a,2017-07-12,,,611-618,,,encyclopedia,,,Integer Factoring.,db/reference/crypt/crypt2011.html#Lenstra11a,2011,,,,,,
6784233,Gerrit Bleumer,,Encyclopedia of Cryptography and Security,,,,,reference/crypt/2005,https://doi.org/10.1007/0-387-23483-7_78,,,reference/crypt/Bleumer05f,2017-07-12,,,,,,encyclopedia,,,Copy Protection.,db/reference/crypt/crypt2005.html#Bleumer05f,2005,,,,,,
6784234,,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_1203,,,reference/crypt/X11kt,2017-07-12,,,1053,,,encyclopedia,,,Rivest Cipher 6.,db/reference/crypt/crypt2011.html#X11kt,2011,,,,,,
6784235,Alex Biryukov|Christophe De Cannière,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_568,,,reference/crypt/BiryukovC11,2017-07-12,,,295-301,,,encyclopedia,,,Data Encryption Standard (DES).,db/reference/crypt/crypt2011.html#BiryukovC11,2011,,,,,,
6784236,,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_1261,,,reference/crypt/X11er,2017-07-12,,,513,,,encyclopedia,,,Genetic Code.,db/reference/crypt/crypt2011.html#X11er,2011,,,,,,
6784237,Cristina Nita-Rotaru|Jing Dong|Reza Curtmola,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_60,,,reference/crypt/Nita-RotaruCD11,2017-07-12,,,1159-1163,,,encyclopedia,,,Security of Group Communication in Wireless Mesh Networks.,db/reference/crypt/crypt2011.html#Nita-RotaruCD11,2011,,,,,,
6784238,Ehab Al-Shaer,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_911,,,reference/crypt/Al-Shaer11,2017-07-12,,,474-482,,,encyclopedia,,,Firewalls.,db/reference/crypt/crypt2011.html#Al-Shaer11,2011,,,,,,
6784239,,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_1062,,,reference/crypt/X11cf,2017-07-12,,,269,,,encyclopedia,,,CPU Starvation.,db/reference/crypt/crypt2011.html#X11cf,2011,,,,,,
6784240,,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_1109,,m,reference/crypt/X11hc,2017-07-12,,,737,,,encyclopedia,,,,db/reference/crypt/crypt2011.html#X11hc,2011,,,,,,
6784241,Friedrich L. Bauer,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_168,,,reference/crypt/Bauer11i,2017-07-12,,,416,,,encyclopedia,,,Encryption.,db/reference/crypt/crypt2011.html#Bauer11i,2011,,,,,,
6784242,Colin D. Walter|Scott Contini|Çetin Kaya Koç,,Encyclopedia of Cryptography and Security,,,,,reference/crypt/2005,https://doi.org/10.1007/0-387-23483-7_259,,,reference/crypt/ContiniKW05,2017-07-12,,,,,,encyclopedia,,,Modular Arithmetic.,db/reference/crypt/crypt2005.html#ContiniKW05,2005,,,,,,
6784243,,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_1072,,,reference/crypt/X11dx,2017-07-12,,,427,,,encyclopedia,,,Euclid's Algorithm.,db/reference/crypt/crypt2011.html#X11dx,2011,,,,,,
6784244,Stephen M. Papa|William D. Casper,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_794,,,reference/crypt/CasperP11a,2017-07-12,,,1327-1328,,,encyclopedia,,,Trusted Boot.,db/reference/crypt/crypt2011.html#CasperP11a,2011,,,,,,
6784245,Burton S. Kaliski Jr.,,Encyclopedia of Cryptography and Security,,,,,reference/crypt/2005,https://doi.org/10.1007/0-387-23483-7_359,,,reference/crypt/Kaliski05xf,2017-07-12,,,,,,encyclopedia,,,Ring.,db/reference/crypt/crypt2005.html#Kaliski05xf,2005,,,,,,
6784246,Alex Biryukov,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_544,,,reference/crypt/Biryukov11a,2017-07-12,,,21,,,encyclopedia,,,Adaptive Chosen Plaintext and Chosen Ciphertext Attack.,db/reference/crypt/crypt2011.html#Biryukov11a,2011,,,,,,
6784247,,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_1390,,,reference/crypt/X11kc,2017-07-12,,,1001,,,encyclopedia,,,Public-Key Encryption.,db/reference/crypt/crypt2011.html#X11kc,2011,,,,,,
6784248,Alex Biryukov,,Encyclopedia of Cryptography and Security (2nd Ed.),,,,,reference/crypt/2011,https://doi.org/10.1007/978-1-4419-5906-5_573,,,reference/crypt/Biryukov11k,2017-07-12,,,340-341,,,encyclopedia,,,Differential-Linear Attack.,db/reference/crypt/crypt2011.html#Biryukov11k,2011,,,,,,
