73511,Achille Pattavina|Carla Raffaelli|Franco Callegati|Guido Maier|Michele Savi|Slavisa Aleksic|Walter Cerroni,,Enabling Optical Internet with Advanced Network Technologies,,,,,series/ccn/AC2009,https://doi.org/10.1007/978-1-84882-278-8_3,,,series/ccn/RaffaelliACCMPS09,2019-03-06,,,31-85,,,,,,Optical Packet Switching.,db/series/ccn/AC2009.html#RaffaelliACCMPS09,2009,,,
73512,Andrey Chechulin|Andrey Fedorchenko|Elena Doynikova|Igor V. Kotenko,,Guide to Vulnerability Analysis for Computer Networks and Systems,,,,,series/ccn/PCH2018,https://doi.org/10.1007/978-3-319-92624-7_5,,,series/ccn/KotenkoDCF18,2018-09-13,,,101-130,,,,,,AI- and Metrics-Based Vulnerability-Centric Cyber Security Assessment and Countermeasure Selection.,db/series/ccn/PCH2018.html#KotenkoDCF18,2018,,,
73513,Frank Y. Li|Juan Carlos De Martin|Nikos Fragoulis|Paolo Bucciol,,Guide to Wireless Mesh Networks,,,,,series/ccn/MMW2009,https://doi.org/10.1007/978-1-84800-909-7_3,,,series/ccn/BucciolLFM09,2019-03-06,,,49-75,,,,,,Hierarchical and QoS-Aware Routing in Multihop Wireless Mesh Networks.,db/series/ccn/MMW2009.html#BucciolLFM09,2009,,,
73514,Igor Faynberg|Steve Goeringer,,Guide to Security in SDN and NFV,,,,,series/ccn/ZSJH2017,https://doi.org/10.1007/978-3-319-64653-4_2,,,series/ccn/FaynbergG17,2019-03-06,,,33-73,,,,,,NFV Security: Emerging Technologies and Standards.,db/series/ccn/ZSJH2017.html#FaynbergG17,2017,,,
73515,Antonio Lioy|Antonis Litke|Bernat Gastón|Carolina Fernandez|Cristian Dávila|Dimitris Papadopoulos|Eleni Trouva|Eleni-Constantina Davri|Georgios Gardikis|Hamza Attak|Jerónimo Núñez|Ludovic Jacquin|Marco Casassa Mont|Nikolaos K. Papadakis,,Guide to Security in SDN and NFV,,,,,series/ccn/ZSJH2017,https://doi.org/10.1007/978-3-319-64653-4_8,,,series/ccn/AttakMDDFGGJLLPPNT17,2019-03-06,,,197-225,,,,,,SHIELD: Securing Against Intruders and Other Threats Through an NFV-Enabled Environment.,db/series/ccn/ZSJH2017.html#AttakMDDFGGJLLPPNT17,2017,,,
73516,Brian Amedro|Christian Delbé|Denis Caromel|Elton N. Mathias|Fabrice Huet|Françoise Baude|Imen Filali|Oleg Smirnov,,Cloud Computing,,,,,series/ccn/AG2010,https://doi.org/10.1007/978-1-84996-241-4_10,,,series/ccn/AmedroBCDFHMS10,2019-03-06,,,163-178,,,,,,An Efficient Framework for Running Applications on Clusters, Grids, and Clouds.,,,
73517,Hai Jin 0001|Haijun Cao|Li Qi|Shadi Ibrahim|Song Wu 0001|Tim Bell|Xuanhua Shi,,Cloud Computing,,,,,series/ccn/AG2010,https://doi.org/10.1007/978-1-84996-241-4_1,,,series/ccn/0001IBQC0S10,2019-03-06,,,3-20,,,,,,Tools and Technologies for Building Clouds.,db/series/ccn/AG2010.html#0001IBQC0S10,2010,,,
73518,Amitabha Das|Bu-Sung Lee|John Felix Charles Joseph,,Guide to Wireless Ad Hoc Networks,,,,,series/ccn/MWM2009,https://doi.org/10.1007/978-1-84800-328-6_18,,,series/ccn/JosephDL09,2019-03-06,,,455-472,,,,,,Security Threats in Ad Hoc Routing Protocols.,db/series/ccn/MWM2009.html#JosephDL09,2009,,,
73519,Mihail L. Sichitiu,,Guide to Wireless Ad Hoc Networks,,,,,series/ccn/MWM2009,https://doi.org/10.1007/978-1-84800-328-6_10,,,series/ccn/Sichitiu09,2019-03-06,,,237-254,,,,,,Mobility Models for Ad Hoc Networks.,db/series/ccn/MWM2009.html#Sichitiu09,2009,,,
73520,Luca Tasquier|Rocco Aversa,0000-0003-2466-1498,Resource Management for Big Data Platforms,,,,,series/ccn/PKM2016,https://doi.org/10.1007/978-3-319-44881-7_4,,,series/ccn/AversaT16,2017-06-09,,,69-81,,,,,,Agent-Based High-Level Interaction Patterns for Modeling Individual and Collective Optimizations Problems.,db/series/ccn/PKM2016.html#AversaT16,2016,,,
73526,Andre S. Ribeiro,,Computational Social Network Analysis ,,,,,series/ccn/AHS2010,https://doi.org/10.1007/978-1-84882-229-0_7,,,series/ccn/Ribeiro10,2019-03-06,,,155-187,,,,,,Information Flow in Systems of Interacting Agents as a Function of Local and Global Topological Features.,db/series/ccn/AHS2010.html#Ribeiro10,2010,,,
73527,Akash Mahakode|Dongfang Zhao|Ioan Raicu|Sandip Lakshminarasaiah,,Resource Management for Big Data Platforms,,,,,series/ccn/PKM2016,https://doi.org/10.1007/978-3-319-44881-7_8,,,series/ccn/ZhaoMLR16,2017-05-16,,,147-170,,,,,,High-Performance Storage Support for Scientific Big Data Applications on the Cloud.,db/series/ccn/PKM2016.html#ZhaoMLR16,2016,,,
73528,Marimuthu Palaniswami|Raphael Chung-Wei Phan|Yee Wei Law,,Guide to Wireless Sensor Networks,,,,,series/ccn/MWM2009a,https://doi.org/10.1007/978-1-84882-218-4_21,,,series/ccn/LawPP09,2019-03-06,,,533-559,,,,,,Secure Data Aggregation in Wireless Sensor Networks.,db/series/ccn/MWM2009a.html#LawPP09,2009,,,
73529,Hannes Frey|Ivan Stojmenovic|Stefan Rührup,,Guide to Wireless Sensor Networks,,,,,series/ccn/MWM2009a,https://doi.org/10.1007/978-1-84882-218-4_4,,,series/ccn/FreyRS09,2019-03-06,,,81-111,,,,,,Routing in Wireless Sensor Networks.,db/series/ccn/MWM2009a.html#FreyRS09,2009,,,
73530,Alvaro A. Cárdenas|Andrés F. Murillo P.|Laura Victoria Morales Medina|Sandra Julieta Rueda,,Guide to Security in SDN and NFV,,,,,series/ccn/ZSJH2017,https://doi.org/10.1007/978-3-319-64653-4_3,,,series/ccn/PRMC17,2019-03-06,,,75-101,,,,,,SDN and NFV Security: Challenges for Integrated Solutions.,db/series/ccn/ZSJH2017.html#PRMC17,2017,,,
73531,Klara Nahrstedt|Wenbo He|Ying Huang,,Guide to Wireless Ad Hoc Networks,,,,,series/ccn/MWM2009,https://doi.org/10.1007/978-1-84800-328-6_16,,,series/ccn/NahrstedtHH09,2019-03-06,,,391-425,,,,,,Security in Wireless Ad Hoc Networks.,db/series/ccn/MWM2009.html#NahrstedtHH09,2009,,,
73532,Lifeng Sun|Peng Cui 0001|Shiqiang Yang|Wenwu Zhu 0001|Zhi Wang 0001,,Social Media Retrieval,,,,,series/ccn/RZLCH2013,https://doi.org/10.1007/978-1-4471-4555-4_2,,,series/ccn/Wang0CSY13,2018-09-03,,,23-42,,,,,,Social Media Recommendation.,db/series/ccn/RZLCH2013.html#Wang0CSY13,2013,,,
73533,Mohammad Hammoudeh|Steven Walker-Roberts,,Guide to Vulnerability Analysis for Computer Networks and Systems,,,,,series/ccn/PCH2018,https://doi.org/10.1007/978-3-319-92624-7_6,,,series/ccn/Walker-RobertsH18,2018-09-13,,,131-155,,,,,,Artificial Intelligence Agents as Mediators of Trustless Security Systems and Distributed Computing Applications.,db/series/ccn/PCH2018.html#Walker-RobertsH18,2018,,,
73536,Grzegorz Dziczkowski|Katarzyna Wegrzyn-Wolska|Lamine Bougueroua,,Computational Social Network Analysis ,,,,,series/ccn/AHS2010,https://doi.org/10.1007/978-1-84882-229-0_16,,,series/ccn/DziczkowskiBW10,2019-03-06,,,413-436,,,,,,IA-Regional-Radio - Social Network for Radio Recommendation.,db/series/ccn/AHS2010.html#DziczkowskiBW10,2010,,,
73537,Bhaskar Prasad Rimal|Eunmi Choi|Ian Lumb,,Cloud Computing,,,,,series/ccn/AG2010,https://doi.org/10.1007/978-1-84996-241-4_2,,,series/ccn/RimalCL10,2019-03-06,,,21-46,,,,,,A Taxonomy, Survey, and Issues of Cloud Computing Ecosystems.,,,
73538,Abdelouahid Derhab|Awais Yousaf|Helge Janicke|Kyle Coffey|Leandros A. Maglaras|Mithun Mukherjee 0001|Mohamed Amine Ferrag|Richard Smith 0002|Stylianos Rallis,,Guide to Vulnerability Analysis for Computer Networks and Systems,,,,,series/ccn/PCH2018,https://doi.org/10.1007/978-3-319-92624-7_3,,,series/ccn/CoffeyM0JFD0RY18,2018-09-13,,,59-80,,,,,,Vulnerability Assessment of Cyber Security for SCADA Systems.,db/series/ccn/PCH2018.html#CoffeyM0JFD0RY18,2018,,,
73539,Khouloud Boukadi|Leandro Krug Wives|Zakaria Maamar,,Computational Social Network Analysis ,,,,,series/ccn/AHS2010,https://doi.org/10.1007/978-1-84882-229-0_17,,,series/ccn/MaamarWB10,2019-03-06,,,437-452,,,,,,On the Use of Social Networks in Web Services: Application to the Discovery Stage.,db/series/ccn/AHS2010.html#MaamarWB10,2010,,,
73540,Günes Çetin Gerger,,Guide to Ambient Intelligence in the IoT Environment,,,,,series/ccn/M2019,https://doi.org/10.1007/978-3-030-04173-1_9,,,series/ccn/Gerger19,2019-03-06,,,203-216,,,,,,Tax Services and Tax Service Providers' Changing Role in the IoT and AmI Environment.,db/series/ccn/M2019.html#Gerger19,2019,,,
73541,Jie Gao,,Guide to Wireless Sensor Networks,,,,,series/ccn/MWM2009a,https://doi.org/10.1007/978-1-84882-218-4_5,,,series/ccn/Gao09,2019-03-06,,,113-157,,,,,,Geometric Routing in Wireless Sensor Networks.,db/series/ccn/MWM2009a.html#Gao09,2009,,,
73542,Cevdet Aykanat|Kadir Akbudak|R. Oguz Selvitopi,,Resource Management for Big Data Platforms,,,,,series/ccn/PKM2016,https://doi.org/10.1007/978-3-319-44881-7_17,,,series/ccn/SelvitopiAA16,2017-05-16,,,367-382,,,,,,Parallelization of Sparse Matrix Kernels for Big Data Applications.,db/series/ccn/PKM2016.html#SelvitopiAA16,2016,,,
73543,Martin Wenig|Mesut Günes,,Guide to Wireless Ad Hoc Networks,,,,,series/ccn/MWM2009,https://doi.org/10.1007/978-1-84800-328-6_11,,,series/ccn/GunesW09,2019-03-06,,,255-280,,,,,,Models for Realistic Mobility and Radio Wave Propagation for Ad Hoc Network Simulations.,db/series/ccn/MWM2009.html#GunesW09,2009,,,
73544,Radu Prodan|Simon Ostermann 0001|Thomas Fahringer,,Cloud Computing,,,,,series/ccn/AG2010,https://doi.org/10.1007/978-1-84996-241-4_11,,,series/ccn/0001PF10,2019-03-06,,,179-194,,,,,,Resource Management for Hybrid Grid and Cloud Computing.,db/series/ccn/AG2010.html#0001PF10,2010,,,
73545,John P. Morrison|Phillip Healy|Vincent C. Emeakaroha,,Cloud Computing, 2nd Ed.,,,,,series/ccn/AG2017,https://doi.org/10.1007/978-3-319-54645-2_9,,,series/ccn/EmeakarohaHM17,2019-03-06,,,227-253,,,,,,Facilitating Cloud Federation Management via Data Interoperability.,db/series/ccn/AG2017.html#EmeakarohaHM17,,,
73546,Adam Wierzbicki|Albert Hupa|Anwitaman Datta|Krzysztof Rzadca,,Computational Social Network Analysis ,,,,,series/ccn/AHS2010,https://doi.org/10.1007/978-1-84882-229-0_12,,,series/ccn/HupaRWD10,2019-03-06,,,319-347,,,,,,Interdisciplinary Matchmaking: Choosing Collaborators by Skill, Acquaintance and Trust.,db/series/ccn/AHS2010.html#HupaRWD10,,,
73547,Alex Sprintson,,Algorithms for Next Generation Networks,,,,,series/ccn/CT2010,https://doi.org/10.1007/978-1-84882-765-3_15,,,series/ccn/Sprintson10,2019-03-06,,,343-372,,,,,,Network Coding and Its Applications in Communication Networks.,db/series/ccn/CT2010.html#Sprintson10,2010,,,
73549,George A. Papadopoulos|Irene Kilanioti,,Resource Management for Big Data Platforms,,,,,series/ccn/PKM2016,https://doi.org/10.1007/978-3-319-44881-7_20,,,series/ccn/KilaniotiP16a,2017-05-16,,,419-439,,,,,,Predicting Video Virality on Twitter.,db/series/ccn/PKM2016.html#KilaniotiP16a,2016,,,
73551,João Coelho Garcia|João Nuno de Oliveira e Silva|Luís Veiga,,Guide to e-Science,,,,,series/ccn/YWJ2011,https://doi.org/10.1007/978-0-85729-439-5_4,,,series/ccn/VeigaSG11,2019-03-06,,,81-113,,,,,,Peer4Peer: e-Science Community for Network Overlay and Grid Computing Research.,db/series/ccn/YWJ2011.html#VeigaSG11,2011,,,
73552,Babu Sena Paul|Wesley Doorsamy,,Guide to Ambient Intelligence in the IoT Environment,,,,,series/ccn/M2019,https://doi.org/10.1007/978-3-030-04173-1_2,,,series/ccn/DoorsamyP19,2019-03-06,,,23-37,,,,,,The State and Future of Ambient Intelligence in Industrial IoT Environments.,db/series/ccn/M2019.html#DoorsamyP19,2019,,,
73553,Andreea-Cristina Petre|Ciprian Dobre|Cristian Chilipirea,,Resource Management for Big Data Platforms,,,,,series/ccn/PKM2016,https://doi.org/10.1007/978-3-319-44881-7_21,,,series/ccn/ChilipireaPD16,2017-05-16,,,441-459,,,,,,Big Data Uses in Crowd Based Systems.,db/series/ccn/PKM2016.html#ChilipireaPD16,2016,,,
73554,Fang Yu|Randy H. Katz|T. V. Lakshman|Yanlei Diao,,Algorithms for Next Generation Networks,,,,,series/ccn/CT2010,https://doi.org/10.1007/978-1-84882-765-3_10,,,series/ccn/YuDKL10,2019-03-06,,,219-238,,,,,,Fast Packet Pattern-Matching Algorithms.,db/series/ccn/CT2010.html#YuDKL10,2010,,,
73555,Danny Mischis|Elena Nazzi|Ivan Scagnetto|Luca Di Gaspero|Luca Vassena|Paolo Coppola|Raffaella Lomuscio|Stefano Mizzaro|Vincenzo Della Mea,0000-0002-0144-3802,Pervasive Computing, Innovations in Intelligent Multimedia and Applications,,,,,series/ccn/HAAH2010,https://doi.org/10.1007/978-1-84882-599-4_8,,,series/ccn/CoppolaMGLMMNSV10,2017-06-09,,,157-180,,,,,,AI Techniques in a Context-Aware Ubiquitous Environment.,db/series/ccn/HAAH2010.html#CoppolaMGLMMNSV10,,,
73556,Baris Atakan|Tuna Tugcu|Özgür B. Akan,,Guide to Wireless Sensor Networks,,,,,series/ccn/MWM2009a,https://doi.org/10.1007/978-1-84882-218-4_26,,,series/ccn/AtakanAT09,2019-03-06,,,659-685,,,,,,Bio-inspired Communications in Wireless Sensor Networks.,db/series/ccn/MWM2009a.html#AtakanAT09,2009,,,
73557,Adrian L. Shaw|Antonio Lioy|Antonio Pastor|Diego R. López|Hamza Attak|Tao Su,,Guide to Security in SDN and NFV,,,,,series/ccn/ZSJH2017,https://doi.org/10.1007/978-3-319-64653-4_4,,,series/ccn/LioySSALP17,2019-03-07,,,103-124,,,,,,Trust in SDN/NFV Environments.,db/series/ccn/ZSJH2017.html#LioySSALP17,2017,,,
73559,Antonio A. F. Loureiro|Daniel Câmara|Fethi Filali,,Guide to Wireless Ad Hoc Networks,,,,,series/ccn/MWM2009,https://doi.org/10.1007/978-1-84800-328-6_8,,,series/ccn/CamaraLF09,2019-03-06,,,189-210,,,,,,Formal Verification of Routing Protocols for Wireless Ad Hoc Networks.,db/series/ccn/MWM2009.html#CamaraLF09,2009,,,
73560,Gamila Obadi|Jan Martinovic|Katerina Slaninová|Pavla Drázdilová|Václav Snásel,,Computational Social Network Analysis ,,,,,series/ccn/AHS2010,https://doi.org/10.1007/978-1-84882-229-0_11,,,series/ccn/DrazdilovaOSMS10,2019-03-06,,,291-318,,,,,,Analysis and Visualization of Relations in eLearning.,db/series/ccn/AHS2010.html#DrazdilovaOSMS10,2010,,,
73561,Henry L. Owen III|Jacob H. Cox Jr.|Russell J. Clark,,Guide to Security in SDN and NFV,,,,,series/ccn/ZSJH2017,https://doi.org/10.1007/978-3-319-64653-4_6,,,series/ccn/CoxCO17,2019-03-06,,,149-169,,,,,,A Security Policy Transition Framework for Software-Defined Networks.,db/series/ccn/ZSJH2017.html#CoxCO17,2017,,,
73563,Adnan Mahmood|Bernard Butler|Brendan Jennings|Quan Z. Sheng|Wei Emma Zhang,,Guide to Ambient Intelligence in the IoT Environment,,,,,series/ccn/M2019,https://doi.org/10.1007/978-3-030-04173-1_6,,,series/ccn/MahmoodBSZJ19,2019-03-06,,,133-151,,,,,,Need of Ambient Intelligence for Next-Generation Connected and Autonomous Vehicles.,db/series/ccn/M2019.html#MahmoodBSZJ19,2019,,,
73564,Aldri Luiz dos Santos|Daniel Fernandes Macedo|José Marcos Silva Nogueira|Luiz Henrique Andrade Correia,,Guide to Wireless Sensor Networks,,,,,series/ccn/MWM2009a,https://doi.org/10.1007/978-1-84882-218-4_18,,,series/ccn/CorreiaMSN09,2019-03-06,,,469-489,,,,,,Transmission Power Control Techniques in Ad Hoc Networks.,db/series/ccn/MWM2009a.html#CorreiaMSN09,2009,,,
73565,Andrew P. Martin|Jun Ho Huh,,Guide to e-Science,,,,,series/ccn/YWJ2011,https://doi.org/10.1007/978-0-85729-439-5_10,,,series/ccn/HuhM11,2019-03-06,,,265-297,,,,,,Trustworthy Distributed Systems Through Integrity-Reporting.,db/series/ccn/YWJ2011.html#HuhM11,2011,,,
73567,Bunjamin Memishi|Gabriel Antoniu|María S. Pérez|Shadi Ibrahim,,Resource Management for Big Data Platforms,,,,,series/ccn/PKM2016,https://doi.org/10.1007/978-3-319-44881-7_11,,,series/ccn/MemishiIPA16,2017-05-16,,,205-240,,,,,,Fault Tolerance in MapReduce: A Survey.,db/series/ccn/PKM2016.html#MemishiIPA16,2016,,,
73568,Bin Xie 0001|Dharma P. Agrawal|Junfang Wang,,Guide to Wireless Mesh Networks,,,,,series/ccn/MMW2009,https://doi.org/10.1007/978-1-84800-909-7_1,,,series/ccn/Wang0A09,2019-03-06,,,1-30,,,,,,Journey from Mobile Ad Hoc Networks to Wireless Mesh Networks.,db/series/ccn/MMW2009.html#Wang0A09,2009,,,
73569,Danny Raz|David Amzallag,,Algorithms for Next Generation Networks,,,,,series/ccn/CT2010,https://doi.org/10.1007/978-1-84882-765-3_6,,,series/ccn/AmzallagR10,2019-03-06,,,99-129,,,,,,Resource Allocation Algorithms for the Next Generation Cellular Networks.,db/series/ccn/CT2010.html#AmzallagR10,2010,,,
73570,Dang Minh Quan|Jörn Altmann|Odej Kao,,Guide to e-Science,,,,,series/ccn/YWJ2011,https://doi.org/10.1007/978-0-85729-439-5_14,,,series/ccn/QuanKA11,2019-03-06,,,383-416,,,,,,Concepts and Algorithms of Mapping Grid-Based Workflow to Resources Within an SLA Context.,db/series/ccn/YWJ2011.html#QuanKA11,2011,,,
73572,Loretta Anania,,Social Media Retrieval,,,,,series/ccn/RZLCH2013,https://doi.org/10.1007/978-1-4471-4555-4_15,,,series/ccn/Anania13,2017-05-16,,,341-346,,,,,,Research in Social Media: How the EC Facilitates R&D Innovation.,db/series/ccn/RZLCH2013.html#Anania13,2013,,,
73573,Agnieszka Jakobik,,Resource Management for Big Data Platforms,,,,,series/ccn/PKM2016,https://doi.org/10.1007/978-3-319-44881-7_12,,,series/ccn/Jakobik16,2017-05-16,,,241-261,,,,,,Big Data Security.,db/series/ccn/PKM2016.html#Jakobik16,2016,,,
73574,Mikko Uitto,,Greening Video Distribution Networks,,,,,series/ccn/P2018,https://doi.org/10.1007/978-3-319-71718-0_4,,,series/ccn/Uitto18,2019-03-06,,,81-99,,,,,,Energy-Aware Software Video Encoding in Head-End.,db/series/ccn/P2018.html#Uitto18,2018,,,
73575,Chris Y. T. Ma|David K. Y. Yau|Honghai Zhang|I-Hong Hou|Jennifer C. Hou|Mallikarjun Shankar|Nageswara S. V. Rao|Yong Yang,,Guide to Wireless Sensor Networks,,,,,series/ccn/MWM2009a,https://doi.org/10.1007/978-1-84882-218-4_3,,,series/ccn/HouYMYZHRS09,2019-03-06,,,47-79,,,,,,Coverage in Wireless Sensor Networks.,db/series/ccn/MWM2009a.html#HouYMYZHRS09,2009,,,
73576,Dhiviya Dhanasekar|Fabio Di Troia|Katerina Potika|Mark Stamp,,Guide to Vulnerability Analysis for Computer Networks and Systems,,,,,series/ccn/PCH2018,https://doi.org/10.1007/978-3-319-92624-7_12,,,series/ccn/DhanasekarTPS18,2018-09-13,,,281-299,,,,,,Detecting Encrypted and Polymorphic Malware Using Hidden Markov Models.,db/series/ccn/PCH2018.html#DhanasekarTPS18,2018,,,
73577,Henryk Krawczyk|Radoslaw Brendel,,Computational Social Network Analysis ,,,,,series/ccn/AHS2010,https://doi.org/10.1007/978-1-84882-229-0_14,,,series/ccn/BrendelK10,2019-03-06,,,371-385,,,,,,Extended Generalized Blockmodeling for Compound Communities and External Actors.,db/series/ccn/AHS2010.html#BrendelK10,2010,,,
73580,A. Triviño Cabrera,,Guide to Wireless Ad Hoc Networks,,,,,series/ccn/MWM2009,https://doi.org/10.1007/978-1-84800-328-6_21,,,series/ccn/Cabrera09,2019-03-06,,,527-561,,,,,,Integration of Mobile Ad Hoc Networks into IP-Based Access Networks.,db/series/ccn/MWM2009.html#Cabrera09,2009,,,
73581,Ayssam Yehia Elkady|Eslam Gebriel|Mohammed Mohammed|Tarek M. Sobh,0000-0001-7141-9990,Pervasive Computing, Innovations in Intelligent Multimedia and Applications,,,,,series/ccn/HAAH2010,https://doi.org/10.1007/978-1-84882-599-4_2,,,series/ccn/ElkadyMGS10,2017-06-09,,,29-46,,,,,,Intelligent Behaviour Modelling and Control for Mobile Manipulators.,db/series/ccn/HAAH2010.html#ElkadyMGS10,,,
73582,Erkki Harjula|Jimmy Kjällman|Miika Komu|Mika Ylianttila|Pawani Porambage|Tenager Mekonnen|Tero Kauppinen,,Greening Video Distribution Networks,,,,,series/ccn/P2018,https://doi.org/10.1007/978-3-319-71718-0_7,,,series/ccn/HarjulaMKPKKY18,2019-03-06,,,133-157,,,,,,Energy Efficiency in Wireless Multimedia Sensor Networking: Architecture, Management and Security.,db/series/ccn/P2018.html#HarjulaMKPKKY18,,,
73583,Daniel de Oliveira 0001|Fernanda Araujo Baião|Marta Mattoso,,Cloud Computing,,,,,series/ccn/AG2010,https://doi.org/10.1007/978-1-84996-241-4_3,,,series/ccn/0001BM10,2019-03-06,,,47-62,,,,,,Towards a Taxonomy for Cloud Computing from an e-Science Perspective.,db/series/ccn/AG2010.html#0001BM10,2010,,,
73584,Adrian Popescu 0002|Dragos Ilie|Yong Yao,,Greening Video Distribution Networks,,,,,series/ccn/P2018,https://doi.org/10.1007/978-3-319-71718-0_1,,,series/ccn/0002YI18,2019-03-06,,,1-23,,,,,,Video Distribution Networks: Architectures and System Requirements.,db/series/ccn/P2018.html#0002YI18,2018,,,
73585,C. Isabella Bovolo|Gen-Tao Chiang|John Ewen|Martin T. Dove,,Guide to e-Science,,,,,series/ccn/YWJ2011,https://doi.org/10.1007/978-0-85729-439-5_1,,,series/ccn/ChiangDBE11,2019-03-06,,,3-28,,,,,,Implementing a Grid/Cloud eScience Infrastructure for Hydrological Sciences.,db/series/ccn/YWJ2011.html#ChiangDBE11,2011,,,
73586,Mohamed K. Watfa|Mohamed Moubarak,,Guide to Wireless Sensor Networks,,,,,series/ccn/MWM2009a,https://doi.org/10.1007/978-1-84882-218-4_13,,,series/ccn/MoubarakW09,2019-03-06,,,323-346,,,,,,Embedded Operating Systems in Wireless Sensor Networks.,db/series/ccn/MWM2009a.html#MoubarakW09,2009,,,
73587,Anand Govindarajan|Lakshmanan,,Cloud Computing,,,,,series/ccn/AG2010,https://doi.org/10.1007/978-1-84996-241-4_5,,,series/ccn/GovindarajanL10,2019-03-06,,,77-89,,,,,,Overview of Cloud Standards.,db/series/ccn/AG2010.html#GovindarajanL10,2010,,,
73588,Franco Callegati|Javier Aracil|Víctor López,,Enabling Optical Internet with Advanced Network Technologies,,,,,series/ccn/AC2009,https://doi.org/10.1007/978-1-84882-278-8_1,,,series/ccn/CallegatiAL09,2019-03-06,,,1-4,,,,,,Introduction.,db/series/ccn/AC2009.html#CallegatiAL09,2009,,,
73589,Olga Kurasova|Viktor Medvedev,,Resource Management for Big Data Platforms,,,,,series/ccn/PKM2016,https://doi.org/10.1007/978-3-319-44881-7_3,,,series/ccn/MedvedevK16,2017-05-16,,,55-67,,,,,,Cloud Technologies: A New Level for Big Data Mining.,db/series/ccn/PKM2016.html#MedvedevK16,2016,,,
73590,Francisco V. Brasileiro|Lívia M. R. Sampaio|Nazareno Andrade|Raquel Vigolvino Lopes,,Guide to e-Science,,,,,series/ccn/YWJ2011,https://doi.org/10.1007/978-0-85729-439-5_3,,,series/ccn/BrasileiroALS11,2019-03-06,,,53-80,,,,,,Democratizing Resource-Intensive e-Science Through Peer-to-Peer Grid Computing.,db/series/ccn/YWJ2011.html#BrasileiroALS11,2011,,,
73591,Eric Sabbah|Kyoung-Don Kang,,Guide to Wireless Sensor Networks,,,,,series/ccn/MWM2009a,https://doi.org/10.1007/978-1-84882-218-4_19,,,series/ccn/SabbahK09,2019-03-06,,,491-512,,,,,,Security in Wireless Sensor Networks.,db/series/ccn/MWM2009a.html#SabbahK09,2009,,,
73592,Bernhard Plattner|Georgios Parissidis|Merkourios Karaliopoulos|Rainer Baumann|Thrasyvoulos Spyropoulos,,Guide to Wireless Mesh Networks,,,,,series/ccn/MMW2009,https://doi.org/10.1007/978-1-84800-909-7_8,,,series/ccn/ParissidisKBSP09,2019-03-06,,,199-230,,,,,,Routing Metrics for Wireless Mesh Networks.,db/series/ccn/MMW2009.html#ParissidisKBSP09,2009,,,
73593,Nael B. Abu-Ghazaleh|Sameer S. Tilak|Vikram P. Munishwar,,Guide to Wireless Sensor Networks,,,,,series/ccn/MWM2009a,https://doi.org/10.1007/978-1-84882-218-4_8,,,series/ccn/MunishwarTA09,2019-03-06,,,205-238,,,,,,Congestion and Flow Control in Wireless Sensor Networks.,db/series/ccn/MWM2009a.html#MunishwarTA09,2009,,,
73594,Domenico Talia|Fabrizio Marozzo|Paolo Trunfio,,Cloud Computing,,,,,series/ccn/AG2010,https://doi.org/10.1007/978-1-84996-241-4_7,,,series/ccn/MarozzoTT10,2019-03-06,,,113-125,,,,,,A Peer-to-Peer Framework for Supporting MapReduce Applications in Dynamic Cloud Environments.,db/series/ccn/AG2010.html#MarozzoTT10,2010,,,
73595,Nael B. Abu-Ghazaleh|Sameer Tilak|Vinay Kolar,,Guide to Wireless Ad Hoc Networks,,,,,series/ccn/MWM2009,https://doi.org/10.1007/978-1-84800-328-6_15,,,series/ccn/KolarTA09,2019-03-06,,,355-389,,,,,,Congestion Control in Wireless Ad Hoc Networks.,db/series/ccn/MWM2009.html#KolarTA09,2009,,,
73596,Dimitra Simeonidou|Georgios Zervas|Javier Aracil|Jian Wu|Luca Valcarenghi|Marc De Leenheer|Piero Castoldi|Reza Nejabati,,Enabling Optical Internet with Advanced Network Technologies,,,,,series/ccn/AC2009,https://doi.org/10.1007/978-1-84882-278-8_5,,,series/ccn/NejabatiACLSVZW09,2019-03-06,,,131-154,,,,,,Advanced Optical Burst Switched Network Concepts.,db/series/ccn/AC2009.html#NejabatiACLSVZW09,2009,,,
73599,Ali Masoudi-Nejad|Saeed Omidi,,Computational Social Network Analysis ,,,,,series/ccn/AHS2010,https://doi.org/10.1007/978-1-84882-229-0_8,,,series/ccn/OmidiM10,2019-03-06,,,191-240,,,,,,Network Evolution: Theory and Mechanisms.,db/series/ccn/AHS2010.html#OmidiM10,2010,,,
73600,Bill Labate|Daniel Crawl|Ilkay Altintas|Jianwu Wang|Kejian Jin|Kendall N. Houk|Prakashan Korambath|Scott Johnson|Seonah Kim|Shava Smallen,,Guide to e-Science,,,,,series/ccn/YWJ2011,https://doi.org/10.1007/978-0-85729-439-5_13,,,series/ccn/WangKKJJCASLH11,2019-03-06,,,353-382,,,,,,Facilitating e-Science Discovery Using Scientific Workflows on the Grid.,db/series/ccn/YWJ2011.html#WangKKJJCASLH11,2011,,,
