71274,Pawel Mikolajczak|Rafal Henryk Kartaszynski,,Computer Recognition Systems 3,,,,,series/asc/2009-57,https://doi.org/10.1007/978-3-540-93905-4_50,,,series/asc/KartaszynskiM09,2019-03-07,,,423-430,,,,,,Combined T1 and T2 MR Brain Segmentation.,db/series/asc/asc57.html#KartaszynskiM09,2009,,,,
71275,Junyi Shen|Mingxin Zhang|Zhaogan Lu,,Innovations in Hybrid Intelligent Systems,,,,,series/asc/2008-44,https://doi.org/10.1007/978-3-540-74972-1_36,,,series/asc/ZhangLS08,2017-05-16,,,272-279,,,,,,A Novel Hierarchical Block Image Retrieval Scheme Based Invariant Features.,db/series/asc/asc44.html#ZhangLS08,2008,,,,
71276,Josef Chaloupka,,Computer Recognition Systems 2,,,,,series/asc/2008-45,https://doi.org/10.1007/978-3-540-75175-5_52,,,series/asc/Chaloupka08,2017-05-16,,,413-420,,,,,,Extraction of the Visual Features from the Audio-Visual Speech Signal and the Utilization of These Features for the Speaker Identification.,db/series/asc/asc45.html#Chaloupka08,2008,,,,
71277,Tadeusz Kaczorek,0000-0002-1270-3948,Progress in Automation, Robotics and Measuring Techniques,,,,,series/asc/2015-350,https://doi.org/10.1007/978-3-319-15796-2_11,,,series/asc/Kaczorek15,2017-06-09,,,101-112,,,,,,Fractional Standard and Positive Descriptor Time-Varying Discrete-Time Linear Systems.,db/series/asc/asc350.html#Kaczorek15,,,,
71278,Jan Marciniak|Jerzy Cieplak|Marcin Kaczmarek|Witold Walke|Zbigniew Paszenda,,Information Technologies in Biomedicine,,,,,series/asc/2008-47,https://doi.org/10.1007/978-3-540-68168-7_59,,,series/asc/WalkeMPKC08,2017-05-16,,,521-528,,,,,,Biomechanical Behaviour of Double Threaded Screw in Tibia Fixation.,db/series/asc/asc47.html#WalkeMPKC08,2008,,,,
71279,Rafal Kozik,,Computer Recognition Systems 3,,,,,series/asc/2009-57,https://doi.org/10.1007/978-3-540-93905-4_63,,,series/asc/Kozik09,2019-03-07,,,535-541,,,,,,Head Rotation Estimation Algorithm for Hand-Free Computer Interaction.,db/series/asc/asc57.html#Kozik09,2009,,,,
71280,Daniel Chang Yan|José Alberto Batista Tomé|João Paulo Carvalho,0000-0003-0005-8299,Analysis and Design of Intelligent Systems using Soft Computing Techniques,,,,,series/asc/2007-41,https://doi.org/10.1007/978-3-540-72432-2_55,,,series/asc/CarvalhoTY07,2017-06-09,,,539-548,,,,,,Two-Input Fuzzy TPE Systems.,db/series/asc/asc41.html#CarvalhoTY07,2007,,,,
71281,Jaromir Przybylo,,Computer Recognition Systems 3,,,,,series/asc/2009-57,https://doi.org/10.1007/978-3-540-93905-4_7,,,series/asc/Przybylo09,2019-03-07,,,53-61,,,,,,Eye and Nostril Localization for Automatic Calibration of Facial Action Recognition System.,db/series/asc/asc57.html#Przybylo09,2009,,,,
71282,Adam Józwik|Beata Sokolowska,,Computer Recognition Systems 2,,,,,series/asc/2008-45,https://doi.org/10.1007/978-3-540-75175-5_96,,,series/asc/SokolowskaJ08,2017-05-16,,,778-785,,,,,,Recognition of Cycles of Repeated Hypoxia on the Basis of Time Periods in Biological Model.,db/series/asc/asc45.html#SokolowskaJ08,2008,,,,
71283,Antonio Falcón|Javier Lorenzo|Juan Méndez|Mario Hernández,,Innovations in Hybrid Intelligent Systems,,,,,series/asc/2008-44,https://doi.org/10.1007/978-3-540-74972-1_48,,,series/asc/MendezFHL08,2017-05-16,,,369-376,,,,,,Discovering the Intrinsic Dimensionality of BLOSUM Substitution Matrices Using Evolutionary MDS.,db/series/asc/asc44.html#MendezFHL08,2008,,,,
71284,Jorge López Lázaro|José R. Dorronsoro|Álvaro Barbero Jiménez,,Innovations in Hybrid Intelligent Systems,,,,,series/asc/2008-44,https://doi.org/10.1007/978-3-540-74972-1_17,,,series/asc/JimenezLD08,2017-05-16,,,120-127,,,,,,Finding Optimal Model Parameters by Discrete Grid Search.,db/series/asc/asc44.html#JimenezLD08,2008,,,,
71285,Konrad Andrzej Markowski|Krzysztof Hryniow,0000-0001-8044-3925|0000-0002-9950-9039,Progress in Automation, Robotics and Measuring Techniques,,,,,series/asc/2015-350,https://doi.org/10.1007/978-3-319-15796-2_7,,,series/asc/HryniowM15,2017-09-16,,,63-72,,,,,,Digraphs Minimal Realisations of State Matrices for Fractional Positive Systems.,db/series/asc/asc350.html#HryniowM15,,,,
71287,Bartlomiej Antosik|Marek Kurzynski,,Computer Recognition Systems 4,,,,,series/asc/2011-95,https://doi.org/10.1007/978-3-642-20320-6_21,,,series/asc/AntosikK11,2019-03-07,,,197-206,,,,,,New Measures of Classifier Competence - Heuristics and Application to the Design of Multiple Classifier Systems.,db/series/asc/asc95.html#AntosikK11,2011,,,,
71288,Albert Fornells|Elisabet Golobardes,,Innovations in Hybrid Intelligent Systems,,,,,series/asc/2008-44,https://doi.org/10.1007/978-3-540-74972-1_41,,,series/asc/FornellsG08,2017-05-16,,,312-319,,,,,,Case-Base Maintenance in an Associative Memory Organized by a Self-Organization Map.,db/series/asc/asc44.html#FornellsG08,2008,,,,
71289,Maciej Smiatacz,,Computer Recognition Systems 2,,,,,series/asc/2008-45,https://doi.org/10.1007/978-3-540-75175-5_7,,,series/asc/Smiatacz08,2017-05-16,,,52-59,,,,,,Practical Evaluation of the Basic Concepts for Face Localization.,db/series/asc/asc45.html#Smiatacz08,2008,,,,
71290,Denisse Hidalgo|Jérica Urías|Oscar Castillo 0001|Patricia Melin,0000-0001-5798-1426|0000-0002-7385-5689,Analysis and Design of Intelligent Systems using Soft Computing Techniques,,,,,series/asc/2007-41,https://doi.org/10.1007/978-3-540-72432-2_2|https://www.wikidata.org/entity/Q58489138,,,series/asc/UriasHMC07,2018-11-24,,,5-15,,,,,,A Method for Response Integration in Modular Neural Networks with Type-2 Fuzzy Logic for Biometric Systems.,db/series/asc/asc41.html#UriasHMC07,2007,,,,
71291,Humberto Carrillo-Calvet|Héctor-Gabriel Acosta-Mesa|Nicandro Cruz-Ramírez|Rocío-Erandi Barrientos-Martínez,0000-0003-3659-6769,Analysis and Design of Intelligent Systems using Soft Computing Techniques,,,,,series/asc/2007-41,https://doi.org/10.1007/978-3-540-72432-2_9,,,series/asc/Cruz-RamirezACB07,2017-06-09,,,79-87,,,,,,Comparison of the Performance of Seven Classifiers as Effective Decision Support Tools for the Cytodiagnosis of Breast Cancer: A Case Study.,db/series/asc/asc41.html#Cruz-RamirezACB07,2007,,,,
71292,Marian Kotas,0000-0001-6773-2255,Information Technologies in Biomedicine,,,,,series/asc/2008-47,https://doi.org/10.1007/978-3-540-68168-7_28,,,series/asc/Kotas08,2018-11-02,,,251-258,,,,,,Projective Versus Linear Filtering for Repolarization Duration Measurement.,db/series/asc/asc47.html#Kotas08,2008,,,,
71293,Marcin Wieclawski|Pawel D. Domanski,,Progress in Automation, Robotics and Measuring Techniques,,,,,series/asc/2015-350,https://doi.org/10.1007/978-3-319-15796-2_4,,,series/asc/DomanskiW15,2017-05-16,,,33-42,,,,,,Memory-Based Prediction of District Heating Temperature Using GPGPU.,db/series/asc/asc350.html#DomanskiW15,,,,
71294,Katarzyna Stapor|Pawel Blaszczyk,,Computer Recognition Systems 3,,,,,series/asc/2009-57,https://doi.org/10.1007/978-3-540-93905-4_22,,,series/asc/BlaszczykS09,2019-03-07,,,179-186,,,,,,A New Feature Extraction Method Based on the Partial Least Squares Algorithm and Its Applications.,db/series/asc/asc57.html#BlaszczykS09,2009,,,,
71295,Piotr Augustyniak,,Computer Recognition Systems 3,,,,,series/asc/2009-57,https://doi.org/10.1007/978-3-540-93905-4_43,,,series/asc/Augustyniak09,2019-03-07,,,365-372,,,,,,Strategies of Software Adaptation in Home Care Systems.,db/series/asc/asc57.html#Augustyniak09,2009,,,,
71296,Maciej Henzel|Paulina Mazurek,,Recent Advances in Automation, Robotics and Measuring Techniques,,,,,series/asc/2014-267,https://doi.org/10.1007/978-3-319-05353-0_16,,,series/asc/MazurekH14,2017-05-16,,,155-165,,,,,,The Rapid Prototyping of Active Magnetic Bearings.,db/series/asc/asc267.html#MazurekH14,,,,
71297,Heinz Böni|Mathias Schluep|Rolf Widmer,,ICT Innovations for Sustainability,,,,,series/asc/2015-310,https://doi.org/10.1007/978-3-319-09228-7_13,,,series/asc/BoniSW15,2017-05-16,,,223-241,,,,,,Recycling of ICT Equipment in Industrialized and Developing Countries.,db/series/asc/asc310.html#BoniSW15,2015,,,,
71298,Alberto A. Aguilar-Lasserre|Catherine Azzaro-Pantel|Luc Pibouleau|Serge Domenech,,Analysis and Design of Intelligent Systems using Soft Computing Techniques,,,,,series/asc/2007-41,https://doi.org/10.1007/978-3-540-72432-2_60,,,series/asc/Aguilar-LasserreAPD07,2017-05-16,,,590-599,,,,,,Enhanced Genetic Algorithm-Based Fuzzy Multiobjective Strategy to Multiproduct Batch Plant Design.,db/series/asc/asc41.html#Aguilar-LasserreAPD07,2007,,,,
71299,José L. Verdegay|Maria Socorro García-Cascales|María Teresa Lamata,,Analysis and Design of Intelligent Systems using Soft Computing Techniques,,,,,series/asc/2007-41,https://doi.org/10.1007/978-3-540-72432-2_53|https://www.wikidata.org/entity/Q58201220,,,series/asc/GarciaLV07,2018-11-14,,,519-529,,,,,,PC-TOPSIS Method for the Selection of a Cleaning System for Engine Maintenance.,db/series/asc/asc41.html#GarciaLV07,2007,,,,
71300,Bartosz Paszkowski|Szymon Grabowski|Wojciech Bieniecki,0000-0003-1708-5760,Computer Recognition Systems 2,,,,,series/asc/2008-45,https://doi.org/10.1007/978-3-540-75175-5_59,,,series/asc/PaszkowskiBG08,2018-11-02,,,470-476,,,,,,Preprocessing for Real-Time Handwritten Character Recognition.,db/series/asc/asc45.html#PaszkowskiBG08,2008,,,,
71301,Fevrier Valdez|Oscar Castillo 0001|Patricia Melin,0000-0001-5798-1426|0000-0002-0159-0407|0000-0002-7385-5689,Analysis and Design of Intelligent Systems using Soft Computing Techniques,,,,,series/asc/2007-41,https://doi.org/10.1007/978-3-540-72432-2_47|https://www.wikidata.org/entity/Q58489219,,,series/asc/ValdezMC07,2018-11-24,,,463-472,,,,,,Evolutionary Computing for the Optimization of Mathematical Functions.,db/series/asc/asc41.html#ValdezMC07,2007,,,,
71302,Krzysztof Siminski,0000-0002-6118-606X,Computer Recognition Systems 2,,,,,series/asc/2008-45,https://doi.org/10.1007/978-3-540-75175-5_62|https://www.wikidata.org/entity/Q57739389,,,series/asc/Siminski08,2018-11-14,,,493-499,,,,,,Sentence Boundary Verification in Polish Text.,db/series/asc/asc45.html#Siminski08,2008,,,,
71303,Maria Grzegorek,,Computer Recognition Systems 2,,,,,series/asc/2008-45,https://doi.org/10.1007/978-3-540-75175-5_20,,,series/asc/Grzegorek08a,2017-05-16,,,156-163,,,,,,Towards an Exploration of GCA Ordered Pixels.,db/series/asc/asc45.html#Grzegorek08a,2008,,,,
71304,Ewa Piçtka|Wojciech Wiçclawek,,Computer Recognition Systems 2,,,,,series/asc/2008-45,https://doi.org/10.1007/978-3-540-75175-5_18,,,series/asc/WicclawekP08,2017-05-16,,,140-147,,,,,,Numerical Complexity Reduction in Live-Wire Algorithm.,db/series/asc/asc45.html#WicclawekP08,2008,,,,
71305,Tadeusz Missala,,Recent Advances in Automation, Robotics and Measuring Techniques,,,,,series/asc/2014-267,https://doi.org/10.1007/978-3-319-05353-0_18,,,series/asc/Missala14,2017-05-16,,,175-186,,,,,,Electromechanical Actuators - Selected Safety-Related Problems.,db/series/asc/asc267.html#Missala14,,,,
71306,Marcin Jamro,,Recent Advances in Automation, Robotics and Measuring Techniques,,,,,series/asc/2014-267,https://doi.org/10.1007/978-3-319-05353-0_10,,,series/asc/Jamro14,2017-05-16,,,91-101,,,,,,Development and Execution of POU-Oriented Performance Tests for IEC 61131-3 Control Software.,db/series/asc/asc267.html#Jamro14,,,,
71307,Andrzej Stec|Leszek Trybus|Zbigniew Swider,,Progress in Automation, Robotics and Measuring Techniques,,,,,series/asc/2015-350,https://doi.org/10.1007/978-3-319-15796-2_31,,,series/asc/TrybusSS15,2017-05-16,,,303-311,,,,,,Tuning Rules of Conventional and Advanced Ship Autopilot Controllers.,db/series/asc/asc350.html#TrybusSS15,,,,
71308,Ajith Abraham|Millie Pant|Radha Thangaraj,,Innovations in Hybrid Intelligent Systems,,,,,series/asc/2008-44,https://doi.org/10.1007/978-3-540-74972-1_29,,,series/asc/PantTA08,2017-05-16,,,215-222,,,,,,A New PSO Algorithm with Crossover Operator for Global Optimization Problems.,db/series/asc/asc44.html#PantTA08,2008,,,,
71309,Keeseong Lee,,Analysis and Design of Intelligent Systems using Soft Computing Techniques,,,,,series/asc/2007-41,https://doi.org/10.1007/978-3-540-72432-2_31,,,series/asc/Lee07,2017-05-16,,,306-315,,,,,,3-D Object Recognition Using an Ultrasonic Sensor Array and Neural Networks.,db/series/asc/asc41.html#Lee07,2007,,,,
71310,Tadeusz Kaczorek,0000-0002-1270-3948,Recent Advances in Automation, Robotics and Measuring Techniques,,,,,series/asc/2014-267,https://doi.org/10.1007/978-3-319-05353-0_11,,,series/asc/Kaczorek14,2017-06-09,,,103-113,,,,,,A New Formulation and Solution of the Minimum Energy Control Problem of Positive 2D Continuous-Discrete Linear Systems.,db/series/asc/asc267.html#Kaczorek14,,,,
71311,Anna Korzynska,,Computer Recognition Systems 2,,,,,series/asc/2008-45,https://doi.org/10.1007/978-3-540-75175-5_76,,,series/asc/Korzynska08,2017-05-16,,,604-612,,,,,,Automatic Counting of Neural Stem Cells Growing in Cultures.,db/series/asc/asc45.html#Korzynska08,2008,,,,
71312,Jan Piecha,,Computer Recognition Systems 2,,,,,series/asc/2008-45,https://doi.org/10.1007/978-3-540-75175-5_82,,,series/asc/Piecha08,2017-05-16,,,653-662,,,,,,Gait Motor Disturbances in Neurological Diseases Diagnosis.,db/series/asc/asc45.html#Piecha08,2008,,,,
71313,Hideaki Kawano|Hideaki Orii|Hiroshi Maeda|Masayuki Moribe|Yuriko Tsunoda,,Advanced Intelligent Systems,,,,,series/asc/2014-268,https://doi.org/10.1007/978-3-319-05500-8_14,,,series/asc/TsunodaMOKM14,2017-05-16,,,147-155,,,,,,Pseudo-normal Image Synthesis from Chest Radiograph Database for Lung Nodule Detection.,db/series/asc/asc268.html#TsunodaMOKM14,2014,,,,
71314,Aaron Fleming|Luke K. McDowell|Zane Markel,,Formalisms for Reuse and Systems Integration,,,,,series/asc/2015-346,https://doi.org/10.1007/978-3-319-16577-6_10,,,series/asc/McDowellFM15,2017-05-16,,,227-256,,,,,,Evaluating and Extending Latent Methods for Link-Based Classification.,db/series/asc/asc346.html#McDowellFM15,2015,,,,
71315,Ajith Abraham,,Innovations in Hybrid Intelligent Systems,,,,,series/asc/2008-44,https://doi.org/10.1007/978-3-540-74972-1_1,,,series/asc/Abraham08,2017-05-16,,,,,,,,,Hybrid Artificial Intelligence Systems.,db/series/asc/asc44.html#Abraham08,2008,,,,
71316,Gerald Schaefer,,Computer Recognition Systems 4,,,,,series/asc/2011-95,https://doi.org/10.1007/978-3-642-20320-6_24,,,series/asc/Schaefer11,2019-03-07,,,229-238,,,,,,Interactive Exploration of Image Collections.,db/series/asc/asc95.html#Schaefer11,2011,,,,
71317,Andrzej Wolczowski|Marek Kurzynski|Mariusz Topolski,,Information Technologies in Biomedicine,,,,,series/asc/2008-47,https://doi.org/10.1007/978-3-540-68168-7_46,,,series/asc/KurzynskiWT08,2017-05-16,,,421-428,,,,,,Control of Hand Bioprosthesis Via Sequential Recognition of Patient's Intent Using Combination of Fuzzy Sets and Dempster-Shafer Theory.,db/series/asc/asc47.html#KurzynskiWT08,2008,,,,
71318,Alessandra De Paola|Luca Gagliano,0000-0002-7340-1847,Advances onto the Internet of Things,,,,,series/asc/2014-260,https://doi.org/10.1007/978-3-319-03992-3_5,,,series/asc/PaolaG14,2017-06-09,,,61-76,,,,,,Design of an Adaptive Bayesian System for Sensor Data Fusion.,db/series/asc/asc260.html#PaolaG14,2014,,,,
71319,Brigitte Maranghino-Singer|David Oertle|Lorenz M. Hilty|Marc Chesney|Martina Z. Huber,0000-0001-5020-0586,ICT Innovations for Sustainability,,,,,series/asc/2015-310,https://doi.org/10.1007/978-3-319-09228-7_17,,,series/asc/Maranghino-SingerHOCH15,2017-06-09,,,285-299,,,,,,An Information System Supporting Cap and Trade in Organizations.,db/series/asc/asc310.html#Maranghino-SingerHOCH15,2015,,,,
71320,Genke Yang|Shuzhi Wei|Zhongxing Ye,,Innovations in Hybrid Intelligent Systems,,,,,series/asc/2008-44,https://doi.org/10.1007/978-3-540-74972-1_57,,,series/asc/WeiYY08,2017-05-16,,,439-445,,,,,,Optimal Portfolio Selection with Threshold in Stochastic Market.,db/series/asc/asc44.html#WeiYY08,2008,,,,
71321,Adrian Paschke|Ralph Schäfermeier,,Synergies Between Knowledge Engineering and Software Engineering,,,,,series/asc/626,https://doi.org/10.1007/978-3-319-64161-4_12,,,series/asc/PaschkeS18,2018-01-31,,,251-273,,,,,,OntoMaven - Maven-Based Ontology Development and Management of Distributed Ontology Repositories.,db/series/asc/asc626.html#PaschkeS18,2018,,,,
71322,Di Zheng|Huaimin Wang|Jun Wang|Quanyuan Wu,,Analysis and Design of Intelligent Systems using Soft Computing Techniques,,,,,series/asc/2007-41,https://doi.org/10.1007/978-3-540-72432-2_58,,,series/asc/WangZWW07,2017-05-16,,,569-579,,,,,,Fuzzy Logic Based Replica Management Infrastructure for Balanced Resource Allocation and Efficient Overload Control of the Complex Service-Oriented Applications.,db/series/asc/asc41.html#WangZWW07,2007,,,,
71323,Jaroslaw Wikarek,,Progress in Automation, Robotics and Measuring Techniques,,,,,series/asc/2015-350,https://doi.org/10.1007/978-3-319-15796-2_32,,,series/asc/Wikarek15,2017-05-16,,,313-322,,,,,,A Novel Approach to Optimization of Jobs in Groups.,db/series/asc/asc350.html#Wikarek15,,,,
71324,Araceli Sanchis|Germán Gutiérrez|Juan Peralta,0000-0002-1429-4092|0000-0003-1467-5423,Innovations in Hybrid Intelligent Systems,,,,,series/asc/2008-44,https://doi.org/10.1007/978-3-540-74972-1_31,,,series/asc/PeraltaGS08,2017-06-09,,,231-238,,,,,,Design of Artificial Neural Networks Based on Genetic Algorithms to Forecast Time Series.,db/series/asc/asc44.html#PeraltaGS08,2008,,,,
71325,Hugo Proença,0000-0003-2551-8570,Computer Recognition Systems 2,,,,,series/asc/2008-45,https://doi.org/10.1007/978-3-540-75175-5_90,,,series/asc/Proenca08,2017-06-09,,,731-738,,,,,,A Structural Pattern Analysis Approach to Iris Recognition.,db/series/asc/asc45.html#Proenca08,2008,,,,
71326,Masahiro Inuiguchi|Yukihiro Yoshioka,,Interval / Probabilistic Uncertainty and Non-Classical Logics,,,,,series/asc/2008-46,https://doi.org/10.1007/978-3-540-77664-2_13,,,series/asc/InuiguchiY08,2017-05-16,,,163-175,,,,,,Several Reducts in Dominance-Based Rough Set Approach.,db/series/asc/asc46.html#InuiguchiY08,2008,,,,
71327,Djamel-Eddine Saïdouni|Imed Eddine Chama|Nabil Belala,0000-0003-4044-3853,Formalisms for Reuse and Systems Integration,,,,,series/asc/2015-346,https://doi.org/10.1007/978-3-319-16577-6_7,,,series/asc/ChamaBS15,2017-06-09,,,149-172,,,,,,Formal Modeling and Analysis of Business Process Timed Constraints.,db/series/asc/asc346.html#ChamaBS15,2015,,,,
71328,Juliusz L. Kulikowski,,Computer Recognition Systems 2,,,,,series/asc/2008-45,https://doi.org/10.1007/978-3-540-75175-5_9,,,series/asc/Kulikowski08,2017-05-16,,,68-75,,,,,,Structural Image Analysis Based on Ontological Models.,db/series/asc/asc45.html#Kulikowski08,2008,,,,
71330,Ewa Straszecka,,Computer Recognition Systems 2,,,,,series/asc/2008-45,https://doi.org/10.1007/978-3-540-75175-5_68,,,series/asc/Straszecka08,2017-05-16,,,542-549,,,,,,Determining Weights of Symptoms in a Diagnostic Inference.,db/series/asc/asc45.html#Straszecka08,2008,,,,
71331,Alina Momot|Jacek M. Leski|Joanna Sledzik|Michal Momot|Norbert Henzel,,Computer Recognition Systems 4,,,,,series/asc/2011-95,https://doi.org/10.1007/978-3-642-20320-6_58,,,series/asc/LeskiHMMS11,2019-03-08,,,559-568,,,,,,Robust Estimation of Respiratory Rate Based on Linear Regression.,db/series/asc/asc95.html#LeskiHMMS11,2011,,,,
71332,Maria Grzegorek,,Computer Recognition Systems 3,,,,,series/asc/2009-57,https://doi.org/10.1007/978-3-540-93905-4_8,,,series/asc/Grzegorek09,2019-03-07,,,63-70,,,,,,Grade Differentiation Measure of Images.,db/series/asc/asc57.html#Grzegorek09,2009,,,,
71333,Ewaryst Rafajlowicz,,Computer Recognition Systems 3,,,,,series/asc/2009-57,https://doi.org/10.1007/978-3-540-93905-4_4,,,series/asc/Rafajlowicz09,2019-03-07,,,27-34,,,,,,Fusion of External Context and Patterns - Learning from Video Streams.,db/series/asc/asc57.html#Rafajlowicz09,2009,,,,
71335,Bogdan Smolka|Maria Luszczkiewicz-Piatek,,Computer Recognition Systems 4,,,,,series/asc/2011-95,https://doi.org/10.1007/978-3-642-20320-6_35,,,series/asc/Luszczkiewicz-PiatekS11,2019-03-07,,,337-345,,,,,,Color Image Retrieval Based on Mixture Approximation and Color Region Matching.,db/series/asc/asc95.html#Luszczkiewicz-PiatekS11,2011,,,,
71336,Boguslaw Cyganek,,Analysis and Design of Intelligent Systems using Soft Computing Techniques,,,,,series/asc/2007-41,https://doi.org/10.1007/978-3-540-72432-2_32,,,series/asc/Cyganek07,2017-05-16,,,316-326,,,,,,Soft System for Road Sign Detection.,db/series/asc/asc41.html#Cyganek07,2007,,,,
71337,Gang Xiang|Vladik Kreinovich,,Interval / Probabilistic Uncertainty and Non-Classical Logics,,,,,series/asc/2008-46,https://doi.org/10.1007/978-3-540-77664-2_3,,,series/asc/KreinovichX08,2017-05-16,,,19-31,,,,,,Fast Algorithms for Computing Statistics under Interval Uncertainty: An Overview.,db/series/asc/asc46.html#KreinovichX08,2008,,,,
71338,Ewa Grabska|Grazyna Slusarczyk|Michal Glogaza,,Computer Recognition Systems 2,,,,,series/asc/2008-45,https://doi.org/10.1007/978-3-540-75175-5_94,,,series/asc/GrabskaSG08,2017-05-16,,,763-770,,,,,,Design Description Hypergraph Language.,db/series/asc/asc45.html#GrabskaSG08,2008,,,,
71339,Krzysztof Oprzedkiewicz,0000-0002-8162-0011,Progress in Automation, Robotics and Measuring Techniques,,,,,series/asc/2015-350,https://doi.org/10.1007/978-3-319-15796-2_18,,,series/asc/Oprzedkiewicz15,2018-11-02,,,177-186,,,,,,Control of an Oriented PV System with the Use of a Discrete, Robust,,,2015,
71340,Jan Marciniak|Jerzy Cieplak|Marcin Kaczmarek|Witold Walke,,Information Technologies in Biomedicine,,,,,series/asc/2008-47,https://doi.org/10.1007/978-3-540-68168-7_62,,,series/asc/MarciniakKWC08,2017-05-16,,,545-550,,,,,,Biomechanical Analysis of Plate for Corrective Osteotomy of Tibia.,db/series/asc/asc47.html#MarciniakKWC08,2008,,,,
71341,Adam Józwik|Annamonika Dulewicz|Boguslaw D. Pietka|Pawel Jaszczak,,Computer Recognition Systems 3,,,,,series/asc/2009-57,https://doi.org/10.1007/978-3-540-93905-4_57,,,series/asc/DulewiczJJP09,2019-03-07,,,479-487,,,,,,Recognition of Neoplastic Changes in Digital Images of Exfoliated Nuclei of Urinary Bladder - A New Approach to Classification Method.,db/series/asc/asc57.html#DulewiczJJP09,2009,,,,
71342,Marcin Michalak,,Computer Recognition Systems 3,,,,,series/asc/2009-57,https://doi.org/10.1007/978-3-540-93905-4_26,,,series/asc/Michalak09,2019-03-07,,,213-220,,,,,,Time Series Prediction Using New Adaptive Kernel Estimators.,db/series/asc/asc57.html#Michalak09,2009,,,,
71343,Irfan Ertugrul|Mustafa Günes,,Analysis and Design of Intelligent Systems using Soft Computing Techniques,,,,,series/asc/2007-41,https://doi.org/10.1007/978-3-540-72432-2_66,,,series/asc/ErtugrulG07a,2017-05-16,,,649-659,,,,,,Fuzzy Goal Programming and an Application of Production Process.,db/series/asc/asc41.html#ErtugrulG07a,2007,,,,
71344,Javier Bajo|Juan Francisco de Paz|Juan M. Corchado|Sara Rodríguez|Yanira de Paz,0000-0002-2829-1829|0000-0002-3081-5177|0000-0002-4392-4743,Innovations in Hybrid Intelligent Systems,,,,,series/asc/2008-44,https://doi.org/10.1007/978-3-540-74972-1_49,,,series/asc/PazPBRC08,2018-11-02,,,377-384,,,,,,Autonomous FYDPS Neural Network-Based Planner Agent for Health Care in Geriatric Residences.,db/series/asc/asc44.html#PazPBRC08,2008,,,,
71345,Ewa Zalewska|Hanna Goszczynska|Jan Miszczak|Krystyna Kolebska|Leszek Kowalczyk|Marek Doros|Stanislaw Dec,,Information Technologies in Biomedicine,,,,,series/asc/2008-47,https://doi.org/10.1007/978-3-540-68168-7_36,,,series/asc/GoszczynskaDKKDZM08,2017-05-16,,,315-324,,,,,,Relationships between Isopotential Areas in EEG Maps before, during and after the Seizure Activity.,db/series/asc/asc47.html#GoszczynskaDKKDZM08,,,,
71346,Bruno Baruque|Emilio Corchado,,Computer Recognition Systems 3,,,,,series/asc/2009-57,https://doi.org/10.1007/978-3-540-93905-4_32,,,series/asc/BaruqueC09,2019-03-07,,,265-273,,,,,,A Novel Ensemble of Scale-Invariant Feature Maps.,db/series/asc/asc57.html#BaruqueC09,2009,,,,
71347,Janusz Jezewski|Krzysztof Horoba|Tomasz Przybyla,,Computer Recognition Systems 3,,,,,series/asc/2009-57,https://doi.org/10.1007/978-3-540-93905-4_30,,,series/asc/PrzybylaJH09,2019-03-07,,,247-255,,,,,,The Adaptive Fuzzy Meridian and Its Appliction to Fuzzy Clustering.,db/series/asc/asc57.html#PrzybylaJH09,2009,,,,
71348,Bartlomiej Placzek|Marcin Staniek,,Computer Recognition Systems 2,,,,,series/asc/2008-45,https://doi.org/10.1007/978-3-540-75175-5_105,,,series/asc/PlaczekS08,2017-05-16,,,844-851,,,,,,Model Based Vehicle Extraction and Tracking for Road Traffic Control.,db/series/asc/asc45.html#PlaczekS08,2008,,,,
71349,Andrzej Stec|Bartosz Trybus|Dariusz Rzonca|Jan Sadolewski|Leszek Trybus|Marcin Jamro|Zbigniew Swider,0000-0001-5724-0978,Recent Advances in Automation, Robotics and Measuring Techniques,,,,,series/asc/2014-267,https://doi.org/10.1007/978-3-319-05353-0_9,,,series/asc/JamroRSSSTT14,2017-06-09,,,81-90,,,,,,CPDev Engineering Environment for Modeling, Implementation,,,db/series/asc/asc267.html#JamroRSSSTT14,2014
71350,Adam Schmidt|Marek Kraft,,Computer Recognition Systems 4,,,,,series/asc/2011-95,https://doi.org/10.1007/978-3-642-20320-6_45,,,series/asc/KraftS11,2019-03-07,,,431-440,,,,,,Simplifying SURF Feature Descriptor to Achieve Real-Time Performance.,db/series/asc/asc95.html#KraftS11,2011,,,,
71351,Andrés García|Javier de Lope Asiaín|José Antonio Martín H.|Matilde Santos Peñas,0000-0003-1993-8368,Innovations in Hybrid Intelligent Systems,,,,,series/asc/2008-44,https://doi.org/10.1007/978-3-540-74972-1_15,,,series/asc/HSGA08,2017-06-14,,,104-111,,,,,,A Computational Model of the Equivalence Class Formation Psychological Phenomenon.,db/series/asc/asc44.html#HSGA08,2008,,,,
71352,Marian Wrzesien|Piotr Ryszawa,,Progress in Automation, Robotics and Measuring Techniques,,,,,series/asc/2015-350,https://doi.org/10.1007/978-3-319-15796-2_33,,,series/asc/WrzesienR15,2017-05-16,,,323-333,,,,,,Multiple File Server with the Implemented Mechanism ACL.,db/series/asc/asc350.html#WrzesienR15,,,,
