70151,Aitor Soroa|Eneko Agirre|German Rigau|Piek Vossen,,New Trends of Research in Ontologies and Lexical Resources,,,,,series/tanlp/OVQH2013,https://doi.org/10.1007/978-3-642-31782-8_5,,,series/tanlp/VossenARS13,2019-03-06,,,65-90,,,,,,KYOTO: A Knowledge-Rich Approach to the Interoperable Mining of Events from Text.,db/series/tanlp/OVQH2013.html#VossenARS13,2013,,,
70153,George Kiraz|Michael Gasser|Nizar Habash|Ray Fabri|Shuly Wintner,,NLP of Semitic Languages,,,,,series/tanlp/Z2014,https://doi.org/10.1007/978-3-642-45358-8_1,,,series/tanlp/FabriGHKW14,2019-03-06,,,3-41,,,,,,Linguistic Introduction: The Orthography, Morphology and Syntax of Semitic Languages.,db/series/tanlp/Z2014.html#FabriGHKW14,,,
70154,Andreas Eisele 0001|Andrejs Vasiljevs|Bogdan Babych|Gregor Thurmair|Inguna Skadina|Marcis Pinnis|Mateja Verlic|Raivis Skadins|Sabine Hunsicker|Xiaojun Zhang|Yu Chen 0012,,Using Comparable Corpora for Under-Resourced Areas of Machine Translation,,,,,series/tanlp/2019ml,https://doi.org/10.1007/978-3-319-99004-0_6,,,series/tanlp/Babych00HPSSTVVZ19,2019-02-08,,,189-254,,,,,,Training, Enhancing, Evaluating and Using MT Systems with Comparable Data.,,,
70155,Catia Cucchiarini|Hugo Van hamme,,Essential Speech and Language Technology for Dutch,,,,,series/tanlp/2013stevin,https://doi.org/10.1007/978-3-642-30910-6_3,,,series/tanlp/Cucchiarinih13,2018-02-07,,,43-59,,,,,,The JASMIN Speech Corpus: Recordings of Children, Non-natives and Elderly People.,db/series/tanlp/stevin2013.html#Cucchiarinih13,,,
70156,Alessandro Oltramari|Christian Lebiere,,New Trends of Research in Ontologies and Lexical Resources,,,,,series/tanlp/OVQH2013,https://doi.org/10.1007/978-3-642-31782-8_8,,,series/tanlp/OltramariL13,2019-03-06,,,135-154,,,,,,Knowledge in Action: Integrating Cognitive Architectures and Ontologies.,db/series/tanlp/OVQH2013.html#OltramariL13,2013,,,
70157,Asanka Wasala|Chris Exton|Jim Buckley|Reinhard Schäler|Ruvan Weerasinghe,,The People's Web Meets NLP,,,,,series/tanlp/2013web,https://doi.org/10.1007/978-3-642-35085-6_3,,,series/tanlp/WasalaSBWE13,2018-02-08,,,69-99,,,,,,Building Multilingual Language Resources in Web Localisation: A Crowdsourcing Approach.,db/series/tanlp/web2013.html#WasalaSBWE13,2013,,,
70158,Alexander Mehler|Rüdiger Gleim|T. Geelhaar|Tim vor der Brück,,Text Mining,,,,,series/tanlp/BM2014,https://doi.org/10.1007/978-3-319-12655-5_5,,,series/tanlp/MehlerBGG14,2019-03-06,,,87-112,,,,,,Towards a Network Model of the Coreness of Texts: An Experiment in Classifying Latin Texts Using the TTLab Latin Tagger.,db/series/tanlp/BM2014.html#MehlerBGG14,2014,,,
70159,Brian MacWhinney|Gregory J. Hedlund|Rod Byrne|Todd Wareham|Yvan Rose,,Cognitive Aspects of Computational Language Acquisition,,,,,series/tanlp/2013acquisistion,https://doi.org/10.1007/978-3-642-31863-4_2,,,series/tanlp/RoseHBWM13,2018-02-08,,,29-49,,,,,,Phon: A Computational Basis for Phonological Database Building and Model Testing.,db/series/tanlp/acquisistion2013.html#RoseHBWM13,2013,,,
70160,Josef Steinberger|Massimo Poesio|Mijail A. Kabadjov,,Anaphora Resolution - Algorithms, Resources, and Applications,,,,,series/tanlp/2016anaphora,https://doi.org/10.1007/978-3-662-47909-4_15,,,series/tanlp/SteinbergerKP16,2018-02-07,,,433-456,,,,,,Coreference Applications to Summarization.,,,
70161,Günter Neumann|Sven Schmeier,,Multi-source, Multilingual Information Extraction and Summarization,,,,,series/tanlp/2013extract,https://doi.org/10.1007/978-3-642-28569-1_7,,,series/tanlp/NeumannS13,2018-02-08,,,137-161,,,,,,Interactive Topic Graph Extraction and Exploration of Web Content.,db/series/tanlp/extract2013.html#NeumannS13,,,
70162,Eiríkur Rögnvaldsson|Sigrún Helgadóttir,0000-0003-1882-7527,Language Technology for Cultural Heritage,,,,,series/tanlp/2011latech,https://doi.org/10.1007/978-3-642-20227-8_4,,,series/tanlp/RognvaldssonH11,2018-11-02,,,63-76,,,,,,Morphosyntactic Tagging of Old Icelandic Texts and Its Use in Studying Syntactic Variation and Change.,db/series/tanlp/latech2011.html#RognvaldssonH11,2011,,,
70163,Alessio Plebe|Marco Mazzone|Vivian M. De La Cruz,,Cognitive Aspects of Computational Language Acquisition,,,,,series/tanlp/2013acquisistion,https://doi.org/10.1007/978-3-642-31863-4_5,,,series/tanlp/PlebeCM13,2018-03-21,,,105-129,,,,,,In Learning Nouns and Adjectives Remembering Matters: A Cortical Model.,db/series/tanlp/acquisistion2013.html#PlebeCM13,2013,,,
70164,Roland Stuckardt,,Anaphora Resolution - Algorithms, Resources, and Applications,,,,,series/tanlp/2016anaphora,https://doi.org/10.1007/978-3-662-47909-4_16,,,series/tanlp/Stuckardt16a,2018-02-07,,,457-484,,,,,,Towards a Procedure Model for Developing Anaphora Processing Applications.,,,
70165,Christian Chiarcos|Pablo N. Mendes|Richard Littauer|Sebastian Nordhoff|Steven Moran,,The People's Web Meets NLP,,,,,series/tanlp/2013web,https://doi.org/10.1007/978-3-642-35085-6_12,,,series/tanlp/ChiarcosMMNL13,2018-02-08,,,315-348,,,,,,Building a Linked Open Data Cloud of Linguistic Resources: Motivations and Developments.,db/series/tanlp/web2013.html#ChiarcosMMNL13,2013,,,
70166,Eduard H. Hovy|Jon Oberlander|Norbert Reithinger,,Interactive Multi-modal Question-Answering,,,,,series/tanlp/BB2011,https://doi.org/10.1007/978-3-642-17525-1_12,,,series/tanlp/HovyOR11,2019-03-06,,,271-279,,,,,,IMIX: Good Questions, Promising Answers.,db/series/tanlp/BB2011.html#HovyOR11,,,
70167,Dirk Van Compernolle|Kris Demuynck|Patrick Wambacq,,Essential Speech and Language Technology for Dutch,,,,,series/tanlp/2013stevin,https://doi.org/10.1007/978-3-642-30910-6_6,,,series/tanlp/WambacqDC13,2018-02-07,,,95-113,,,,,,SPRAAK: Speech Processing, Recognition and Automatic Annotation Kit.,db/series/tanlp/stevin2013.html#WambacqDC13,,,
70168,Ilana Heintz,,NLP of Semitic Languages,,,,,series/tanlp/Z2014,https://doi.org/10.1007/978-3-642-45358-8_5,,,series/tanlp/Heintz14,2019-03-06,,,161-196,,,,,,Language Modeling.,db/series/tanlp/Z2014.html#Heintz14,2014,,,
70169,Benoît Favre|Dan Gillick|Dilek Hakkani-Tür|Heng Ji|Ralph Grishman|Wen-Pin Lin,,Multi-source, Multilingual Information Extraction and Summarization,,,,,series/tanlp/2013extract,https://doi.org/10.1007/978-3-642-28569-1_9,,,series/tanlp/JiFLGHG13,2018-02-08,,,177-201,,,,,,Open-Domain Multi-Document Summarization via Information Extraction: Challenges and Prospects.,db/series/tanlp/extract2013.html#JiFLGHG13,,,
70170,Dan Stefanescu|Darja Fiser|Inguna Skadina|Marcis Pinnis|Marko Tadic|Nikola Ljubesic|Spela Vintar|Tatjana Gornostaja,,Using Comparable Corpora for Under-Resourced Areas of Machine Translation,,,,,series/tanlp/2019ml,https://doi.org/10.1007/978-3-319-99004-0_4,,,series/tanlp/PinnisLSSTGVF19,2019-02-08,,,89-139,,,,,,Extracting Data from Comparable Corpora.,db/series/tanlp/ml2019.html#PinnisLSSTGVF19,2019,,,
70171,Kiril Ivanov Simov|Petya Osenova|Voula Giouli,,Language Technology for Cultural Heritage,,,,,series/tanlp/2011latech,https://doi.org/10.1007/978-3-642-20227-8_6,,,series/tanlp/GiouliSO11,2018-02-08,,,99-112,,,,,,A Parallel Greek-Bulgarian Corpus: A Digital Resource of the Shared Cultural Heritage.,db/series/tanlp/latech2011.html#GiouliSO11,2011,,,
70172,Roland Stuckardt,,Anaphora Resolution - Algorithms, Resources, and Applications,,,,,series/tanlp/2016anaphora,https://doi.org/10.1007/978-3-662-47909-4_1,,,series/tanlp/Stuckardt16,2018-02-07,,,1-19,,,,,,Introduction.,,,
70173,Dirk Goldhahn|Thomas Eckart|Uwe Quasthoff,,Text Mining,,,,,series/tanlp/BM2014,https://doi.org/10.1007/978-3-319-12655-5_1,,,series/tanlp/QuasthoffGE14,2019-03-06,,,3-24,,,,,,Building Large Resources for Text Mining: The Leipzig Corpora Collection.,db/series/tanlp/BM2014.html#QuasthoffGE14,2014,,,
70174,Alessandro Oltramari|Eduard H. Hovy|Lu Qin|Piek Vossen,,New Trends of Research in Ontologies and Lexical Resources,,,,,series/tanlp/OVQH2013,https://doi.org/10.1007/978-3-642-31782-8_1,,,series/tanlp/OltramariVQH13,2019-03-06,,,1-3,,,,,,Introduction.,db/series/tanlp/OVQH2013.html#OltramariVQH13,2013,,,
70175,Peter C. Lockemann|Ralf Krestel|René Witte|Thomas Kappler,,Language Technology for Cultural Heritage,,,,,series/tanlp/2011latech,https://doi.org/10.1007/978-3-642-20227-8_12,,,series/tanlp/WitteKKL11,2018-02-08,,,213-230,,,,,,Integrating Wiki Systems, Natural Language Processing, and Semantic Technologies for Cultural Heritage Data Management.,,,
70178,Zornitsa Kozareva,,Text Mining,,,,,series/tanlp/BM2014,https://doi.org/10.1007/978-3-319-12655-5_3,,,series/tanlp/Kozareva14,2019-03-06,,,41-62,,,,,,Simple, Fast and Accurate Taxonomy Learning.,db/series/tanlp/BM2014.html#Kozareva14,,,
70179,Antal van den Bosch|Sander Canisius|Walter Daelemans,,Interactive Multi-modal Question-Answering,,,,,series/tanlp/BB2011,https://doi.org/10.1007/978-3-642-17525-1_9,,,series/tanlp/CanisiusBD11,2019-03-06,,,199-221,,,,,,Constraint-Satisfaction Inference for Entity Recognition.,db/series/tanlp/BB2011.html#CanisiusBD11,2011,,,
70180,Jianxing Yu|Tat-Seng Chua|Zheng-Jun Zha,,The People's Web Meets NLP,,,,,series/tanlp/2013web,https://doi.org/10.1007/978-3-642-35085-6_8,,,series/tanlp/YuZC13,2018-02-08,,,199-240,,,,,,Hierarchical Organization of Collaboratively Constructed Content.,db/series/tanlp/web2013.html#YuZC13,2013,,,
70181,Bogdan Babych|Chenhui Chu|Michael Zock|Reinhard Rapp|Richard S. Forsyth|Sadao Kurohashi|Serge Sharoff|Toshiaki Nakazawa|Vivian Xu,,Using Comparable Corpora for Under-Resourced Areas of Machine Translation,,,,,series/tanlp/2019ml,https://doi.org/10.1007/978-3-319-99004-0_7,,,series/tanlp/RappXZSFBCNK19,2019-02-08,,,255-290,,,,,,New Areas of Application of Comparable Corpora.,db/series/tanlp/ml2019.html#RappXZSFBCNK19,2019,,,
70183,Catia Cucchiarini|Helmer Strik|Joost van Doremalen|Jozef Colpaert,,Essential Speech and Language Technology for Dutch,,,,,series/tanlp/2013stevin,https://doi.org/10.1007/978-3-642-30910-6_18,,,series/tanlp/StrikDCC13,2018-02-07,,,323-338,,,,,,Development and Integration of Speech Technology into COurseware for Language Learning: The DISCO Project.,db/series/tanlp/stevin2013.html#StrikDCC13,2013,,,
70184,Sameer Pradhan|Xiaoqiang Luo,,Anaphora Resolution - Algorithms, Resources, and Applications,,,,,series/tanlp/2016anaphora,https://doi.org/10.1007/978-3-662-47909-4_5,,,series/tanlp/LuoP16,2018-02-07,,,141-163,,,,,,Evaluation Metrics.,,,
70185,Emiel Krahmer|Erwin Marsi|Mariët Theune|Wauter Bosma,,Interactive Multi-modal Question-Answering,,,,,series/tanlp/BB2011,https://doi.org/10.1007/978-3-642-17525-1_6,,,series/tanlp/BosmaMKT11,2019-03-06,,,117-145,,,,,,Text-to-Text Generation for Question Answering.,db/series/tanlp/BB2011.html#BosmaMKT11,2011,,,
70186,Dimitrios Vogiatzis|Dimitris Bilidas|Stasinos Konstantopoulos|Vangelis Karkaletsis,0000-0002-2586-1726,Language Technology for Cultural Heritage,,,,,series/tanlp/2011latech,https://doi.org/10.1007/978-3-642-20227-8_7,,,series/tanlp/KonstantopoulosKVB11,2018-11-02,,,115-132,,,,,,Authoring Semantic and Linguistic Knowledge for the Dynamic Generation of Personalized Descriptions.,db/series/tanlp/latech2011.html#KonstantopoulosKVB11,2011,,,
70187,Antal van den Bosch|Marten Düring,,Text Mining,,,,,series/tanlp/BM2014,https://doi.org/10.1007/978-3-319-12655-5_10,,,series/tanlp/DuringB14,2019-03-06,,,201-219,,,,,,Multi-perspective Event Detection in Texts Documenting the 1944 Battle of Arnhem.,db/series/tanlp/BM2014.html#DuringB14,2014,,,
70188,Vincent Ng,,Anaphora Resolution - Algorithms, Resources, and Applications,,,,,series/tanlp/2016anaphora,https://doi.org/10.1007/978-3-662-47909-4_10,,,series/tanlp/Ng16,2018-02-07,,,283-313,,,,,,Advanced Machine Learning Models for Coreference Resolution.,,,
70189,Antonia Scheidel|Piroska Lendvai|Thierry Declerck,,Language Technology for Cultural Heritage,,,,,series/tanlp/2011latech,https://doi.org/10.1007/978-3-642-20227-8_9,,,series/tanlp/DeclerckSL11,2018-02-08,,,155-170,,,,,,Proppian Content Descriptors in an Integrated Annotation Schema for Fairy Tales.,db/series/tanlp/latech2011.html#DeclerckSL11,2011,,,
70190,Smaranda Muresan,,New Trends of Research in Ontologies and Lexical Resources,,,,,series/tanlp/OVQH2013,https://doi.org/10.1007/978-3-642-31782-8_10,,,series/tanlp/Muresan13,2019-03-06,,,187-207,,,,,,Ontology-Based Semantic Interpretation via Grammar Constraints.,db/series/tanlp/OVQH2013.html#Muresan13,2013,,,
70191,Harry Bunt|Simon Keizer|Volha Petukhova,,Interactive Multi-modal Question-Answering,,,,,series/tanlp/BB2011,https://doi.org/10.1007/978-3-642-17525-1_4,,,series/tanlp/KeizerBP11,2019-03-06,,,57-86,,,,,,Multidimensional Dialogue Management.,db/series/tanlp/BB2011.html#KeizerBP11,2011,,,
70192,Alejandro Héctor Toselli|Enrique Vidal 0001|Verónica Romero 0001,,Language Technology for Cultural Heritage,,,,,series/tanlp/2011latech,https://doi.org/10.1007/978-3-642-20227-8_2,,,series/tanlp/ToselliR011,2018-06-27,,,23-37,,,,,,Alignment between Text Images and their Transcripts for Handwritten Documents.,db/series/tanlp/latech2011.html#ToselliR011,2011,,,
70193,Christian Beutenmüller|Christian Hänig|Stefan Bordag,,Text Mining,,,,,series/tanlp/BM2014,https://doi.org/10.1007/978-3-319-12655-5_6,,,series/tanlp/BordagHB14,2019-03-06,,,115-136,,,,,,A Structuralist Approach for Personal Knowledge Exploration Systems on Mobile Devices.,db/series/tanlp/BM2014.html#BordagHB14,2014,,,
70194,Marjorie McShane|Sergei Nirenburg,,New Trends of Research in Ontologies and Lexical Resources,,,,,series/tanlp/OVQH2013,https://doi.org/10.1007/978-3-642-31782-8_9,,,series/tanlp/McShaneN13,2019-03-06,,,157-185,,,,,,Use of Ontology, Lexicon and Fact Repository for Reference Resolution in Ontological Semantics.,db/series/tanlp/OVQH2013.html#McShaneN13,,,
70195,Ineke Schuurman|Marc Kemps-Snijders|Menzo Windhouwer|Sue Ellen Wright,,The People's Web Meets NLP,,,,,series/tanlp/2013web,https://doi.org/10.1007/978-3-642-35085-6_13,,,series/tanlp/WrightWSK13,2018-02-08,,,349-373,,,,,,Community Efforts Around the ISOcat Data Category Registry.,db/series/tanlp/web2013.html#WrightWSK13,2013,,,
70196,Gosse Bouma|Iris Hendrickx|Véronique Hoste|Walter Daelemans,,Essential Speech and Language Technology for Dutch,,,,,series/tanlp/2013stevin,https://doi.org/10.1007/978-3-642-30910-6_7,,,series/tanlp/HendrickxBDH13,2018-02-07,,,115-128,,,,,,COREA: Coreference Resolution for Extracting Answers for Dutch.,db/series/tanlp/stevin2013.html#HendrickxBDH13,2013,,,
70197,Olga Uryupina|Roberto Zanoli,,Anaphora Resolution - Algorithms, Resources, and Applications,,,,,series/tanlp/2016anaphora,https://doi.org/10.1007/978-3-662-47909-4_7,,,series/tanlp/UryupinaZ16,2018-02-07,,,209-236,,,,,,Preprocessing Technology.,,,
70198,Hristo Tanev,,Text Mining,,,,,series/tanlp/BM2014,https://doi.org/10.1007/978-3-319-12655-5_2,,,series/tanlp/Tanev14,2019-03-06,,,25-40,,,,,,Learning Textologies: Networks of Linked Word Clusters.,db/series/tanlp/BM2014.html#Tanev14,2014,,,
70199,Patricia Driscoll,,Multi-source, Multilingual Information Extraction and Summarization,,,,,series/tanlp/2013extract,https://doi.org/10.1007/978-3-642-28569-1_4,,,series/tanlp/Driscoll13,2018-02-08,,,73-91,,,,,,Computational Methods for Name Normalization Using Hypocoristic Personal Name Variants.,db/series/tanlp/extract2013.html#Driscoll13,,,
70200,Horacio Saggion,,Multi-source, Multilingual Information Extraction and Summarization,,,,,series/tanlp/2013extract,https://doi.org/10.1007/978-3-642-28569-1_6,,,series/tanlp/Saggion13,2018-02-08,,,117-134,,,,,,A Study of the Effect of Document Representations in Clustering-Based Cross-Document Coreference Resolution.,db/series/tanlp/extract2013.html#Saggion13,,,
70201,Ali Farghaly|Khadiga Mahmoud Seddik,,NLP of Semitic Languages,,,,,series/tanlp/Z2014,https://doi.org/10.1007/978-3-642-45358-8_8,,,series/tanlp/SeddikF14,2019-03-06,,,247-277,,,,,,Anaphora Resolution.,db/series/tanlp/Z2014.html#SeddikF14,2014,,,
70202,Iryna Gurevych|Johannes Daxenberger|Oliver Ferschke,,The People's Web Meets NLP,,,,,series/tanlp/2013web,https://doi.org/10.1007/978-3-642-35085-6_5,,,series/tanlp/FerschkeDG13,2018-02-08,,,121-160,,,,,,A Survey of NLP Methods and Resources for Analyzing the Collaborative Writing Process in Wikipedia.,db/series/tanlp/web2013.html#FerschkeDG13,2013,,,
70203,Afra Alishahi|Aline Villavicencio|Anna Korhonen|Thierry Poibeau,,Cognitive Aspects of Computational Language Acquisition,,,,,series/tanlp/2013acquisistion,https://doi.org/10.1007/978-3-642-31863-4_1,,,series/tanlp/PoibeauVKA13,2018-02-08,,,1-25,,,,,,Computational Modeling as a Methodology for Studying Human Language Learning.,db/series/tanlp/acquisistion2013.html#PoibeauVKA13,2013,,,
70204,Nancy Ide,,The People's Web Meets NLP,,,,,series/tanlp/2013web,https://doi.org/10.1007/978-3-642-35085-6_10,,,series/tanlp/Ide13,2018-02-08,,,265-285,,,,,,An Open Linguistic Infrastructure for Annotated Corpora.,db/series/tanlp/web2013.html#Ide13,2013,,,
70205,Kepa Joseba Rodríguez|Marta Recasens|Massimo Poesio|Sameer Pradhan|Yannick Versley,,Anaphora Resolution - Algorithms, Resources, and Applications,,,,,series/tanlp/2016anaphora,https://doi.org/10.1007/978-3-662-47909-4_4,,,series/tanlp/PoesioPRRV16,2018-02-08,,,97-140,,,,,,Annotated Corpora and Annotation Tools.,,,
70206,Aurélien Bossard,,Multi-source, Multilingual Information Extraction and Summarization,,,,,series/tanlp/2013extract,https://doi.org/10.1007/978-3-642-28569-1_10,,,series/tanlp/Bossard13,2018-02-08,,,205-227,,,,,,Generating Update Summaries: Using an Unsupervized Clustering Algorithm to Cluster Sentences.,db/series/tanlp/extract2013.html#Bossard13,,,
70207,Véronique Hoste,,Anaphora Resolution - Algorithms, Resources, and Applications,,,,,series/tanlp/2016anaphora,https://doi.org/10.1007/978-3-662-47909-4_9,,,series/tanlp/Hoste16,2018-02-07,,,269-282,,,,,,The Mention-Pair Model.,,,
70208,Emily Franzini|Greta Franzini|Marco Büchler|Martin Müller|Philip R. Burns,,Text Mining,,,,,series/tanlp/BM2014,https://doi.org/10.1007/978-3-319-12655-5_11,,,series/tanlp/BuchlerBMFF14,2019-03-06,,,221-238,,,,,,Towards a Historical Text Re-use Detection.,db/series/tanlp/BM2014.html#BuchlerBMFF14,2014,,,
70209,Christian Heine 0002|Gerik Scheuermann|Gunther H. Weber|Patrick Oesterling,,Text Mining,,,,,series/tanlp/BM2014,https://doi.org/10.1007/978-3-319-12655-5_4,,,series/tanlp/Oesterling0WS14,2019-03-06,,,63-85,,,,,,A Topology-Based Approach to Visualize the Thematic Composition of Document Collections.,db/series/tanlp/BM2014.html#Oesterling0WS14,2014,,,
70210,Iris Hendrickx|Michel Généreux|Rita Marquilhas,,Language Technology for Cultural Heritage,,,,,series/tanlp/2011latech,https://doi.org/10.1007/978-3-642-20227-8_8,,,series/tanlp/HendrickxGM11,2018-02-08,,,135-153,,,,,,Automatic Pragmatic Text Segmentation of Historical Letters.,db/series/tanlp/latech2011.html#HendrickxGM11,2011,,,
70211,Animesh Mukherjee 0001|Anupam Basu|Monojit Choudhury|Niloy Ganguly,,Cognitive Aspects of Computational Language Acquisition,,,,,series/tanlp/2013acquisistion,https://doi.org/10.1007/978-3-642-31863-4_3,,,series/tanlp/0001CGB13,2018-02-08,,,51-78,,,,,,Language Dynamics in the Framework of Complex Networks: A Case Study on Self-Organization of the Consonant Inventories.,db/series/tanlp/acquisistion2013.html#0001CGB13,2013,,,
70212,Karim Bouzoubaa|Lahsen Abouenour|Lamia Hadrich Belguith|Omar Trigui|Paolo Rosso|Yassine Benajiba,,NLP of Semitic Languages,,,,,series/tanlp/Z2014,https://doi.org/10.1007/978-3-642-45358-8_11,,,series/tanlp/BenajibaRATBB14,2019-03-06,,,335-370,,,,,,Question Answering.,db/series/tanlp/Z2014.html#BenajibaRATBB14,2014,,,
70213,Tony Veale,,New Trends of Research in Ontologies and Lexical Resources,,,,,series/tanlp/OVQH2013,https://doi.org/10.1007/978-3-642-31782-8_13,,,series/tanlp/Veale13,2019-03-06,,,257-275,,,,,,The Agile Cliché: Using Flexible Stereotypes as Building Blocks in the Construction of an Affective Lexicon.,db/series/tanlp/OVQH2013.html#Veale13,2013,,,
70214,Daniël de Kok|Fabrice Nauze|Gertjan van Noord|Jan De Belder|Leonoor van der Beek|Marie-Francine Moens,,Essential Speech and Language Technology for Dutch,,,,,series/tanlp/2013stevin,https://doi.org/10.1007/978-3-642-30910-6_19,,,series/tanlp/BelderKNNBM13,2018-02-07,,,339-357,,,,,,Question Answering of InformativeWeb Pages: How Summarisation Technology Helps.,db/series/tanlp/stevin2013.html#BelderKNNBM13,2013,,,
70215,Horacio Saggion|Thierry Poibeau,,Multi-source, Multilingual Information Extraction and Summarization,,,,,series/tanlp/2013extract,https://doi.org/10.1007/978-3-642-28569-1_1,,,series/tanlp/SaggionP13,2018-02-08,,,3-21,,,,,,Automatic Text Summarization: Past, Present and Future.,,,
70217,Massimo Poesio|Simone Paolo Ponzetto|Yannick Versley,,Anaphora Resolution - Algorithms, Resources, and Applications,,,,,series/tanlp/2016anaphora,https://doi.org/10.1007/978-3-662-47909-4_14,,,series/tanlp/VersleyPP16,2018-02-07,,,393-429,,,,,,Using Lexical and Encyclopedic Knowledge.,,,
70218,Ahmet Aker|Elena Lloret|Laura Plaza|Robert J. Gaizauskas,0000-0002-2926-294X|0000-0002-3356-5126,Multi-source, Multilingual Information Extraction and Summarization,,,,,series/tanlp/2013extract,https://doi.org/10.1007/978-3-642-28569-1_14|https://www.wikidata.org/entity/Q57727066,,,series/tanlp/AkerPLG13,2018-11-14,,,299-320,,,,,,Multi-Document Summarization Techniques for Generating Image Descriptions: A Comparative Analysis.,db/series/tanlp/extract2013.html#AkerPLG13,,,
70219,Ahmet Aker|Alexandru Ceausu|Dan Stefanescu|Dan Tufis|Elena Irimia|Radu Ion|Robert J. Gaizauskas|Sabine Hunsicker|Yang Feng,,Using Comparable Corpora for Under-Resourced Areas of Machine Translation,,,,,series/tanlp/2019ml,https://doi.org/10.1007/978-3-319-99004-0_5,,,series/tanlp/AkerCFGHIIST19,2019-02-08,,,141-188,,,,,,Mapping and Aligning Units from Comparable Corpora.,db/series/tanlp/ml2019.html#AkerCFGHIIST19,2019,,,
70220,Jon Chamberlain|Karën Fort|Massimo Poesio|Mathieu Lafourcade|Udo Kruschwitz,,The People's Web Meets NLP,,,,,series/tanlp/2013web,https://doi.org/10.1007/978-3-642-35085-6_1,,,series/tanlp/ChamberlainFKLP13,2018-02-08,,,3-44,,,,,,Using Games to Create Language Resources: Successes and Limitations of the Approach.,db/series/tanlp/web2013.html#ChamberlainFKLP13,2013,,,
70221,Peter Spyns,,Essential Speech and Language Technology for Dutch,,,,,series/tanlp/2013stevin,https://doi.org/10.1007/978-3-642-30910-6_1,,,series/tanlp/Spyns13,2018-02-07,,,1-17,,,,,,Introduction.,db/series/tanlp/stevin2013.html#Spyns13,2013,,,
70222,David Bamman|Gregory R. Crane,,Language Technology for Cultural Heritage,,,,,series/tanlp/2011latech,https://doi.org/10.1007/978-3-642-20227-8_5,,,series/tanlp/BammanC11,2018-02-08,,,79-98,,,,,,The Ancient Greek and Latin Dependency Treebanks.,db/series/tanlp/latech2011.html#BammanC11,2011,,,
70223,Fons Laan|Gijs Geleijnse|Maarten de Rijke|Paul Ackermans|Valentin Jijkoun|Wouter Weerkamp,,Essential Speech and Language Technology for Dutch,,,,,series/tanlp/2013stevin,https://doi.org/10.1007/978-3-642-30910-6_20,,,series/tanlp/RijkeJLWAG13,2018-02-07,,,359-377,,,,,,Generating, Refining and Using Sentiment Lexicons.,db/series/tanlp/stevin2013.html#RijkeJLWAG13,,,
70224,Emiel Krahmer|Erwin Marsi,,Essential Speech and Language Technology for Dutch,,,,,series/tanlp/2013stevin,https://doi.org/10.1007/978-3-642-30910-6_8,,,series/tanlp/MarsiK13,2018-02-07,,,129-145,,,,,,Automatic Tree Matching for Analysing Semantic Similarity in Comparable Text.,db/series/tanlp/stevin2013.html#MarsiK13,2013,,,
70225,Piroska Lendvai,,Interactive Multi-modal Question-Answering,,,,,series/tanlp/BB2011,https://doi.org/10.1007/978-3-642-17525-1_11,,,series/tanlp/Lendvai11,2019-03-06,,,247-267,,,,,,Towards a Discourse-driven Taxonomic Inference Model.,db/series/tanlp/BB2011.html#Lendvai11,2011,,,
70226,Josef Steinberger|Mijail A. Kabadjov|Ralf Steinberger,,Multi-source, Multilingual Information Extraction and Summarization,,,,,series/tanlp/2013extract,https://doi.org/10.1007/978-3-642-28569-1_11,,,series/tanlp/KabadjovSS13,2018-02-08,,,229-252,,,,,,Multilingual Statistical News Summarization.,db/series/tanlp/extract2013.html#KabadjovSS13,,,
70227,Boris W. van Schooten|Rieks op den Akker,,Interactive Multi-modal Question-Answering,,,,,series/tanlp/BB2011,https://doi.org/10.1007/978-3-642-17525-1_3,,,series/tanlp/SchootenA11,2019-03-06,,,25-56,,,,,,Vidiam: Corpus-based Development of a Dialogue Manager for Multimodal Question Answering.,db/series/tanlp/BB2011.html#SchootenA11,2011,,,
70228,Massimo Poesio|Roland Stuckardt|Yannick Versley,,Anaphora Resolution - Algorithms, Resources, and Applications,,,,,series/tanlp/2016anaphora,https://doi.org/10.1007/978-3-662-47909-4_17,,,series/tanlp/PoesioSV16,2018-02-07,,,487-500,,,,,,Challenges and Directions of Further Research.,,,
70229,Reut Tsarfaty,,NLP of Semitic Languages,,,,,series/tanlp/Z2014,https://doi.org/10.1007/978-3-642-45358-8_3,,,series/tanlp/Tsarfaty14,2019-03-06,,,67-128,,,,,,Syntax and Parsing of Semitic Languages.,db/series/tanlp/Z2014.html#Tsarfaty14,2014,,,
70230,Wim Peters,,New Trends of Research in Ontologies and Lexical Resources,,,,,series/tanlp/OVQH2013,https://doi.org/10.1007/978-3-642-31782-8_3,,,series/tanlp/Peters13,2019-03-06,,,27-42,,,,,,Establishing Interoperability Between Linguistic and Terminological Ontologies.,db/series/tanlp/OVQH2013.html#Peters13,2013,,,
70231,Hany Hassan|Kareem Darwish,,NLP of Semitic Languages,,,,,series/tanlp/Z2014,https://doi.org/10.1007/978-3-642-45358-8_6,,,series/tanlp/HassanD14,2019-03-06,,,199-219,,,,,,Statistical Machine Translation.,db/series/tanlp/Z2014.html#HassanD14,2014,,,
